"","id","edad","genero","carrera","semestre","promedio","creditos","asistencia","estudio","videojuegos","deporte","dormir","trabajo","ingresos","condicion","modalidad","extra_escolar","seleccionado","transporte","traslado","internet","tutorias","beca","perfil_simulado"
"468","E0468",23,"Femenino","Mecatronica",2,90,74,83,8,17,3,6,0,20776,"Baja","Presencial","Ninguna","NO","Publico",19,"Bueno","NO","NO","Academico_moderado"
"469","E0469",20,"Femenino","Industrial",7,92,275,96,22,2,7,6,15,29427,"Alta","Virtual","Arte","SI","Auto",62,"Bueno","SI","SI","Alto_desempeno_integral"
"470","E0470",21,"Femenino","Sistemas",4,67,122,88,16,10,4,7,12,12275,"Media","Hibrida","Arte","NO","Publico",33,"Regular","SI","NO","Academico_moderado"
"471","E0471",18,"Masculino","Industrial",5,72,212,92,14,8,9,6,16,19150,"Alta","Presencial","Ninguna","NO","Auto",51,"Bueno","NO","NO","Academico_moderado"
"472","E0472",23,"Femenino","Sistemas",4,73,187,91,9,1,7,7,16,24651,"Alta","Virtual","Cultural","SI","Publico",58,"Regular","NO","NO","Academico_moderado"
"473","E0473",24,"Femenino","Mecatronica",5,66,169,80,9,4,4,6,34,18544,"Alta","Presencial","Ninguna","NO","Publico",43,"Regular","NO","SI","Trabaja_y_estudia"
"474","E0474",21,"Femenino","Sistemas",4,86,144,98,15,0,6,8,9,27752,"Media","Virtual","Voluntariado","SI","Publico",59,"Regular","NO","NO","Alto_desempeno_integral"
"475","E0475",21,"Masculino","Civil",4,71,132,75,11,15,3,6,17,14607,"Baja","Presencial","Deporte","NO","Auto",40,"Bueno","NO","NO","Jugador_digital"
"476","E0476",18,"Femenino","Mecatronica",5,68,184,69,4,10,1,8,18,9247,"Baja","Hibrida","Ninguna","NO","Bicicleta",47,"Regular","SI","SI","Riesgo_academico"
"477","E0477",20,"Femenino","Industrial",3,73,149,80,8,32,4,4,13,5943,"Media","Presencial","Ninguna","NO","Auto",34,"Bueno","SI","SI","Jugador_digital"
"478","E0478",21,"Femenino","Electronica",2,62,73,68,4,11,0,6,22,3000,"Baja","Hibrida","Ninguna","NO","Auto",28,"Bueno","NO","SI","Riesgo_academico"
"479","E0479",23,"Masculino","Administracion",7,65,287,64,5,18,1,5,28,19143,"Baja","Presencial","Ninguna","NO","Publico",41,"Regular","SI","SI","Riesgo_academico"
"480","E0480",18,"Femenino","Industrial",6,78,201,93,12,7,10,8,6,14855,"Baja","Hibrida","Ninguna","NO","Auto",5,"Regular","NO","NO","Alto_desempeno_integral"
"481","E0481",21,"Femenino","Industrial",5,91,179,92,20,8,9,7,4,20581,"Media","Presencial","Deporte","NO","Publico",12,"Bueno","NO","NO","Alto_desempeno_integral"
"482","E0482",21,"Masculino","Mecatronica",6,71,216,80,2,20,2,7,6,11670,"Baja","Hibrida","Ninguna","NO","Caminando",19,"Regular","SI","SI","Jugador_digital"
"483","E0483",21,"Masculino","Civil",7,84,303,90,4,7,2,6,3,29935,"Media","Presencial","Voluntariado","NO","Caminando",50,"Bueno","NO","SI","Academico_moderado"
"484","E0484",22,"Masculino","Mecatronica",7,88,274,97,18,3,3,7,7,3764,"Alta","Virtual","Ninguna","NO","Auto",16,"Regular","NO","NO","Alto_desempeno_integral"
"485","E0485",22,"Femenino","Sistemas",7,92,295,87,23,0,8,8,10,23937,"Baja","Virtual","Arte","NO","Caminando",77,"Bueno","NO","NO","Alto_desempeno_integral"
"486","E0486",23,"Femenino","Industrial",6,95,224,95,14,2,5,7,0,19227,"Alta","Presencial","Deporte","SI","Auto",39,"Bueno","NO","SI","Alto_desempeno_integral"
"487","E0487",22,"Femenino","Industrial",6,84,231,78,10,2,2,4,22,14595,"Media","Presencial","Arte","NO","Publico",20,"Limitado","NO","NO","Trabaja_y_estudia"
"488","E0488",21,"Masculino","Civil",4,79,175,91,12,2,4,7,0,23060,"Media","Virtual","Cultural","NO","Publico",12,"Bueno","SI","SI","Academico_moderado"
"489","E0489",22,"No especifica","Electronica",3,67,100,71,8,11,3,7,38,17076,"Media","Presencial","Arte","NO","Caminando",53,"Regular","SI","SI","Trabaja_y_estudia"
"490","E0490",19,"Masculino","Industrial",6,76,185,70,9,2,5,7,16,13774,"Media","Presencial","Ninguna","NO","Publico",30,"Bueno","NO","SI","Trabaja_y_estudia"
"491","E0491",21,"Femenino","Electronica",2,67,81,58,2,27,1,5,17,3000,"Media","Virtual","Voluntariado","NO","Caminando",49,"Regular","SI","NO","Riesgo_academico"
"492","E0492",23,"Femenino","Sistemas",5,93,209,79,13,13,9,9,7,10725,"Media","Presencial","Cultural","NO","Publico",35,"Bueno","SI","SI","Academico_moderado"
"493","E0493",20,"Masculino","Industrial",8,76,279,72,11,9,2,6,10,24649,"Baja","Presencial","Deporte","NO","Auto",27,"Regular","SI","SI","Academico_moderado"
"494","E0494",20,"Femenino","Mecatronica",1,76,48,65,9,8,5,6,25,17796,"Baja","Presencial","Ninguna","NO","Bicicleta",23,"Bueno","NO","NO","Trabaja_y_estudia"
"495","E0495",21,"Femenino","Mecatronica",7,80,229,79,8,2,0,6,5,7997,"Baja","Presencial","Voluntariado","NO","Caminando",28,"Bueno","NO","NO","Academico_moderado"
"496","E0496",24,"No especifica","Civil",5,72,187,67,2,19,2,6,10,27356,"Baja","Virtual","Ninguna","NO","Publico",37,"Regular","NO","NO","Jugador_digital"
"497","E0497",19,"Femenino","Administracion",7,55,267,65,8,19,1,5,28,8226,"Alta","Presencial","Ninguna","NO","Publico",22,"Bueno","SI","SI","Riesgo_academico"
"498","E0498",20,"Femenino","Industrial",4,87,132,91,15,7,7,7,4,17673,"Media","Virtual","Deporte","SI","Caminando",25,"Bueno","NO","NO","Alto_desempeno_integral"
"499","E0499",21,"Femenino","Industrial",6,84,219,80,10,11,6,5,7,26643,"Media","Presencial","Ninguna","NO","Auto",62,"Bueno","NO","NO","Academico_moderado"
"500","E0500",23,"Femenino","Industrial",4,73,126,53,6,23,1,5,17,9229,"Baja","Presencial","Arte","NO","Auto",26,"Limitado","NO","NO","Riesgo_academico"
"501","E0501",18,"Masculino","Industrial",4,82,146,90,2,3,1,6,22,17899,"Baja","Hibrida","Deporte","SI","Auto",31,"Bueno","NO","NO","Trabaja_y_estudia"
"502","E0502",23,"Masculino","Administracion",5,74,174,83,9,21,2,7,15,22769,"Baja","Hibrida","Cultural","NO","Auto",58,"Bueno","SI","NO","Jugador_digital"
"503","E0503",20,"Masculino","Sistemas",5,70,166,90,9,7,3,7,40,11861,"Media","Presencial","Ninguna","NO","Publico",60,"Bueno","SI","SI","Trabaja_y_estudia"
"504","E0504",23,"Masculino","Civil",3,79,87,78,16,4,3,7,22,16523,"Media","Presencial","Ninguna","NO","Auto",5,"Bueno","NO","SI","Trabaja_y_estudia"
"505","E0505",24,"Femenino","Sistemas",6,68,227,59,7,14,1,6,15,5874,"Baja","Presencial","Ninguna","NO","Caminando",39,"Regular","SI","SI","Riesgo_academico"
"506","E0506",18,"No especifica","Civil",6,88,208,98,11,4,9,7,8,29422,"Alta","Presencial","Cultural","NO","Publico",30,"Regular","NO","NO","Alto_desempeno_integral"
"507","E0507",21,"Femenino","Administracion",6,79,188,97,7,11,1,6,5,31520,"Media","Presencial","Ninguna","NO","Publico",23,"Regular","NO","NO","Academico_moderado"
"508","E0508",20,"Femenino","Mecatronica",6,88,219,94,16,4,6,6,3,17351,"Media","Presencial","Voluntariado","NO","Caminando",41,"Bueno","NO","NO","Alto_desempeno_integral"
"509","E0509",18,"Femenino","Electronica",7,65,272,82,7,21,2,8,14,29633,"Media","Hibrida","Arte","NO","Auto",31,"Regular","NO","NO","Jugador_digital"
"510","E0510",19,"Femenino","Administracion",7,67,261,89,5,26,3,5,0,21186,"Media","Presencial","Cultural","NO","Publico",49,"Bueno","SI","NO","Jugador_digital"
"511","E0511",22,"Femenino","Mecatronica",10,67,380,68,6,19,2,6,19,14328,"Baja","Presencial","Ninguna","SI","Caminando",57,"Regular","NO","SI","Riesgo_academico"
"512","E0512",22,"Masculino","Civil",5,78,183,90,7,1,2,7,21,11062,"Media","Presencial","Ninguna","NO","Publico",22,"Limitado","NO","SI","Trabaja_y_estudia"
"513","E0513",23,"Masculino","Administracion",1,93,40,98,19,0,5,7,4,34728,"Baja","Presencial","Deporte","SI","Bicicleta",41,"Bueno","NO","SI","Alto_desempeno_integral"
"514","E0514",20,"Masculino","Administracion",7,78,249,82,6,11,4,6,0,12969,"Baja","Presencial","Ninguna","NO","Caminando",54,"Regular","NO","NO","Academico_moderado"
"515","E0515",19,"No especifica","Mecatronica",2,81,64,87,12,7,4,6,0,22672,"Media","Presencial","Cultural","NO","Caminando",43,"Regular","NO","NO","Academico_moderado"
"516","E0516",20,"Masculino","Industrial",7,72,264,70,6,6,0,5,21,13499,"Baja","Presencial","Voluntariado","NO","Caminando",20,"Regular","SI","NO","Riesgo_academico"
"517","E0517",20,"Masculino","Sistemas",6,97,214,97,25,0,10,8,1,27918,"Media","Virtual","Deporte","SI","Auto",44,"Limitado","NO","NO","Alto_desempeno_integral"
"518","E0518",24,"Masculino","Administracion",7,83,295,78,10,12,2,8,9,28237,"Media","Presencial","Deporte","SI","Publico",60,"Bueno","NO","NO","Academico_moderado"
"519","E0519",20,"Femenino","Industrial",6,69,203,53,5,11,3,6,8,7477,"Baja","Hibrida","Deporte","NO","Publico",20,"Bueno","SI","NO","Riesgo_academico"
"520","E0520",18,"Masculino","Mecatronica",6,74,218,80,4,24,4,6,2,18691,"Baja","Hibrida","Ninguna","NO","Caminando",101,"Bueno","NO","SI","Jugador_digital"
"521","E0521",21,"Masculino","Mecatronica",8,62,313,56,5,18,2,7,9,17598,"Baja","Virtual","Ninguna","NO","Caminando",31,"Regular","SI","SI","Riesgo_academico"
"522","E0522",21,"Masculino","Sistemas",3,72,103,78,13,11,2,5,4,15758,"Media","Presencial","Ninguna","SI","Publico",56,"Bueno","SI","SI","Jugador_digital"
"523","E0523",18,"Masculino","Mecatronica",6,69,228,77,7,8,0,6,17,3392,"Media","Presencial","Ninguna","NO","Auto",30,"Bueno","SI","SI","Riesgo_academico"
"524","E0524",20,"Femenino","Industrial",5,84,172,92,12,4,6,7,0,26934,"Media","Presencial","Voluntariado","NO","Caminando",40,"Bueno","NO","SI","Alto_desempeno_integral"
"525","E0525",25,"Femenino","Civil",8,92,327,87,24,0,8,7,0,14764,"Media","Presencial","Voluntariado","NO","Auto",38,"Bueno","NO","NO","Alto_desempeno_integral"
"526","E0526",24,"Femenino","Industrial",5,75,177,73,5,5,3,7,34,4074,"Baja","Hibrida","Voluntariado","NO","Caminando",46,"Bueno","NO","NO","Trabaja_y_estudia"
"527","E0527",24,"Femenino","Industrial",4,67,134,86,11,27,2,8,0,12858,"Alta","Presencial","Ninguna","NO","Caminando",9,"Limitado","NO","NO","Jugador_digital"
"528","E0528",22,"Femenino","Electronica",3,73,98,70,9,31,3,6,0,24913,"Media","Presencial","Ninguna","SI","Publico",31,"Bueno","SI","NO","Jugador_digital"
"529","E0529",21,"Masculino","Sistemas",8,86,292,75,9,6,3,6,35,9801,"Baja","Hibrida","Deporte","NO","Auto",39,"Bueno","SI","NO","Trabaja_y_estudia"
"530","E0530",21,"Femenino","Electronica",8,75,291,85,4,20,2,6,8,14582,"Baja","Presencial","Ninguna","NO","Bicicleta",49,"Bueno","SI","NO","Jugador_digital"
"531","E0531",25,"Masculino","Mecatronica",8,90,302,80,14,9,1,7,11,3412,"Baja","Presencial","Ninguna","NO","Auto",5,"Bueno","NO","NO","Academico_moderado"
"532","E0532",19,"Femenino","Administracion",3,76,96,83,6,8,4,7,19,16959,"Media","Presencial","Ninguna","NO","Publico",29,"Limitado","NO","NO","Academico_moderado"
"533","E0533",23,"Femenino","Mecatronica",5,85,216,96,14,5,7,8,0,27511,"Alta","Presencial","Arte","NO","Publico",24,"Bueno","NO","NO","Alto_desempeno_integral"
"534","E0534",20,"Masculino","Administracion",6,70,234,71,13,9,2,4,7,12743,"Baja","Virtual","Arte","NO","Publico",52,"Bueno","SI","NO","Academico_moderado"
"535","E0535",20,"Femenino","Civil",4,88,164,87,9,10,5,6,8,11907,"Baja","Presencial","Deporte","NO","Publico",59,"Bueno","NO","NO","Academico_moderado"
"536","E0536",20,"Femenino","Industrial",4,74,125,92,11,5,6,8,18,8276,"Media","Presencial","Arte","SI","Publico",30,"Regular","NO","NO","Academico_moderado"
"537","E0537",18,"Femenino","Sistemas",4,69,137,73,4,28,2,5,0,24518,"Alta","Presencial","Ninguna","NO","Caminando",41,"Regular","SI","NO","Jugador_digital"
"538","E0538",19,"Masculino","Industrial",5,84,191,86,4,4,5,6,24,15419,"Media","Presencial","Ninguna","NO","Auto",45,"Regular","SI","SI","Trabaja_y_estudia"
"539","E0539",18,"Masculino","Electronica",5,80,203,83,10,9,6,7,31,13192,"Alta","Presencial","Voluntariado","NO","Publico",40,"Regular","SI","SI","Trabaja_y_estudia"
"540","E0540",20,"Femenino","Administracion",2,71,58,92,9,14,1,6,0,17673,"Media","Presencial","Ninguna","NO","Publico",36,"Limitado","SI","NO","Jugador_digital"
"541","E0541",19,"Masculino","Civil",7,82,255,64,4,5,2,7,19,3000,"Baja","Hibrida","Ninguna","NO","Publico",40,"Regular","SI","SI","Trabaja_y_estudia"
"542","E0542",23,"Masculino","Industrial",6,68,199,84,11,3,4,7,10,17093,"Media","Hibrida","Ninguna","NO","Bicicleta",44,"Bueno","NO","SI","Academico_moderado"
"543","E0543",18,"Femenino","Sistemas",6,50,209,67,4,19,4,6,21,7556,"Baja","Hibrida","Ninguna","NO","Auto",26,"Limitado","SI","SI","Riesgo_academico"
"544","E0544",22,"Masculino","Administracion",6,75,246,74,5,17,4,6,3,13669,"Alta","Presencial","Ninguna","NO","Publico",15,"Regular","SI","NO","Jugador_digital"
"545","E0545",21,"Femenino","Administracion",5,75,173,83,10,5,1,8,5,13900,"Media","Hibrida","Deporte","SI","Bicicleta",25,"Regular","SI","NO","Academico_moderado"
"546","E0546",21,"Masculino","Mecatronica",4,61,189,71,6,13,0,7,20,17076,"Media","Virtual","Ninguna","SI","Auto",62,"Regular","NO","SI","Riesgo_academico"
"547","E0547",20,"Masculino","Mecatronica",4,65,126,72,8,23,2,7,9,17717,"Media","Presencial","Ninguna","NO","Auto",36,"Bueno","NO","NO","Jugador_digital"
"548","E0548",21,"Masculino","Administracion",5,83,186,96,16,4,3,6,0,21197,"Media","Presencial","Deporte","NO","Publico",37,"Bueno","SI","NO","Alto_desempeno_integral"
"549","E0549",20,"Masculino","Civil",6,86,230,94,27,2,4,6,0,15385,"Media","Hibrida","Voluntariado","NO","Auto",5,"Regular","NO","NO","Alto_desempeno_integral"
"550","E0550",20,"Femenino","Administracion",8,75,316,86,10,6,7,7,18,14071,"Media","Hibrida","Ninguna","NO","Publico",46,"Bueno","NO","NO","Trabaja_y_estudia"
"551","E0551",20,"Masculino","Sistemas",5,87,183,89,11,11,4,8,0,3420,"Baja","Presencial","Voluntariado","SI","Publico",29,"Regular","NO","NO","Academico_moderado"
"552","E0552",18,"Femenino","Civil",5,77,166,84,13,13,6,7,7,20000,"Alta","Presencial","Ninguna","NO","Caminando",11,"Bueno","NO","NO","Academico_moderado"
"553","E0553",19,"Femenino","Sistemas",9,70,324,80,10,3,0,6,17,16177,"Media","Presencial","Ninguna","NO","Bicicleta",28,"Bueno","NO","NO","Trabaja_y_estudia"
"554","E0554",24,"Masculino","Administracion",5,65,198,77,3,20,1,5,23,13283,"Baja","Hibrida","Ninguna","NO","Auto",21,"Limitado","NO","NO","Riesgo_academico"
"555","E0555",22,"Masculino","Industrial",6,68,237,80,13,6,5,6,21,12046,"Media","Virtual","Ninguna","NO","Publico",5,"Bueno","NO","SI","Trabaja_y_estudia"
"556","E0556",18,"No especifica","Sistemas",4,78,142,74,16,7,4,6,33,11057,"Media","Virtual","Ninguna","NO","Publico",56,"Bueno","SI","NO","Trabaja_y_estudia"
"557","E0557",24,"Masculino","Sistemas",4,59,160,66,5,11,0,6,12,4507,"Baja","Presencial","Ninguna","NO","Auto",23,"Bueno","SI","NO","Riesgo_academico"
"558","E0558",19,"Femenino","Civil",5,82,172,88,7,10,6,6,16,3000,"Media","Presencial","Deporte","SI","Publico",15,"Regular","NO","NO","Academico_moderado"
"559","E0559",18,"Masculino","Sistemas",6,82,241,83,2,26,3,8,7,22430,"Media","Presencial","Cultural","NO","Caminando",43,"Bueno","NO","NO","Jugador_digital"
"560","E0560",18,"Femenino","Electronica",8,78,307,88,6,6,5,5,30,18069,"Baja","Virtual","Ninguna","NO","Publico",46,"Regular","NO","NO","Trabaja_y_estudia"
"561","E0561",22,"Masculino","Industrial",6,94,227,99,19,8,10,7,0,17849,"Alta","Presencial","Deporte","SI","Publico",32,"Bueno","NO","NO","Alto_desempeno_integral"
"562","E0562",22,"Masculino","Sistemas",3,61,139,64,5,23,0,5,5,10289,"Media","Presencial","Cultural","NO","Bicicleta",58,"Regular","NO","NO","Riesgo_academico"
"563","E0563",22,"Masculino","Administracion",6,83,256,82,11,16,3,6,4,18494,"Baja","Presencial","Deporte","NO","Auto",5,"Bueno","SI","SI","Jugador_digital"
"564","E0564",22,"Femenino","Industrial",2,65,75,66,6,10,2,5,25,14770,"Baja","Virtual","Ninguna","NO","Publico",35,"Regular","SI","NO","Riesgo_academico"
"565","E0565",21,"Femenino","Mecatronica",7,98,236,93,21,7,11,8,2,18012,"Alta","Presencial","Voluntariado","SI","Caminando",29,"Bueno","NO","NO","Alto_desempeno_integral"
"566","E0566",25,"Masculino","Sistemas",6,71,192,77,6,17,2,8,2,20080,"Baja","Presencial","Ninguna","NO","Bicicleta",60,"Bueno","NO","NO","Jugador_digital"
"567","E0567",20,"Masculino","Administracion",4,77,154,83,5,31,4,7,10,10114,"Baja","Hibrida","Ninguna","NO","Publico",31,"Bueno","NO","NO","Jugador_digital"
"568","E0568",20,"Femenino","Sistemas",5,59,178,79,2,10,1,5,22,13291,"Baja","Presencial","Ninguna","NO","Bicicleta",43,"Limitado","SI","NO","Riesgo_academico"
"569","E0569",21,"Masculino","Civil",7,70,266,78,12,26,2,6,6,24726,"Media","Virtual","Ninguna","NO","Auto",31,"Bueno","NO","NO","Jugador_digital"
"570","E0570",22,"Masculino","Civil",3,86,82,88,23,5,10,7,6,31281,"Media","Virtual","Arte","NO","Publico",43,"Bueno","SI","NO","Alto_desempeno_integral"
"571","E0571",18,"Femenino","Sistemas",8,86,311,86,6,28,0,7,6,11283,"Media","Hibrida","Arte","NO","Caminando",29,"Regular","NO","NO","Jugador_digital"
"572","E0572",22,"Femenino","Administracion",7,95,237,94,21,4,10,8,2,31317,"Media","Presencial","Deporte","NO","Auto",69,"Bueno","SI","NO","Alto_desempeno_integral"
"573","E0573",18,"Masculino","Sistemas",7,81,256,74,9,29,3,6,3,18421,"Alta","Presencial","Ninguna","NO","Auto",67,"Bueno","NO","NO","Jugador_digital"
"574","E0574",19,"Masculino","Sistemas",6,81,203,75,10,9,4,4,12,8141,"Media","Presencial","Ninguna","SI","Publico",31,"Regular","SI","SI","Trabaja_y_estudia"
"575","E0575",26,"Masculino","Civil",3,81,101,92,8,6,5,7,0,27115,"Media","Virtual","Deporte","SI","Auto",34,"Bueno","NO","SI","Academico_moderado"
"576","E0576",18,"Masculino","Administracion",3,81,111,87,10,10,5,7,2,15228,"Media","Hibrida","Voluntariado","NO","Auto",48,"Bueno","SI","SI","Academico_moderado"
"577","E0577",25,"Femenino","Administracion",7,74,268,83,15,8,7,7,0,14362,"Media","Presencial","Voluntariado","NO","Publico",29,"Regular","SI","NO","Academico_moderado"
"578","E0578",21,"Masculino","Industrial",6,69,232,79,12,8,1,7,7,14896,"Media","Hibrida","Voluntariado","NO","Auto",5,"Bueno","SI","SI","Academico_moderado"
"579","E0579",20,"Femenino","Industrial",7,78,252,81,17,6,4,6,9,13570,"Baja","Hibrida","Cultural","NO","Publico",11,"Bueno","SI","NO","Academico_moderado"
"580","E0580",22,"Femenino","Administracion",7,78,267,88,6,2,1,8,0,19812,"Media","Presencial","Ninguna","NO","Auto",24,"Regular","SI","NO","Academico_moderado"
"581","E0581",19,"Masculino","Administracion",1,81,34,77,10,10,6,6,10,22979,"Media","Virtual","Deporte","SI","Caminando",31,"Regular","SI","NO","Academico_moderado"
"582","E0582",20,"Femenino","Industrial",4,78,163,88,7,3,3,7,6,19655,"Media","Hibrida","Deporte","NO","Publico",26,"Bueno","NO","NO","Academico_moderado"
"583","E0583",21,"Femenino","Administracion",5,64,185,76,5,5,6,5,30,6649,"Baja","Presencial","Ninguna","NO","Publico",56,"Bueno","NO","NO","Trabaja_y_estudia"
"584","E0584",19,"Femenino","Electronica",9,71,357,87,15,10,5,8,21,23059,"Alta","Hibrida","Arte","NO","Caminando",44,"Regular","NO","NO","Academico_moderado"
"585","E0585",24,"Femenino","Mecatronica",7,70,260,85,9,3,3,6,18,17406,"Alta","Presencial","Voluntariado","NO","Auto",39,"Regular","NO","NO","Trabaja_y_estudia"
"586","E0586",20,"Masculino","Electronica",5,78,172,79,4,25,4,8,4,28789,"Media","Presencial","Ninguna","NO","Auto",35,"Bueno","SI","NO","Jugador_digital"
"587","E0587",23,"Masculino","Electronica",9,76,367,88,10,3,2,6,21,20360,"Baja","Presencial","Deporte","NO","Publico",48,"Bueno","SI","NO","Academico_moderado"
"588","E0588",22,"Femenino","Civil",4,64,159,61,8,8,5,4,19,10069,"Baja","Presencial","Ninguna","NO","Bicicleta",23,"Limitado","SI","NO","Riesgo_academico"
"589","E0589",24,"Femenino","Sistemas",3,70,105,72,0,28,4,6,6,18673,"Media","Presencial","Ninguna","NO","Bicicleta",27,"Regular","NO","NO","Jugador_digital"
"590","E0590",24,"Masculino","Sistemas",7,79,269,98,7,7,3,5,32,13548,"Media","Presencial","Ninguna","NO","Auto",64,"Limitado","SI","SI","Trabaja_y_estudia"
"591","E0591",23,"Masculino","Sistemas",3,80,126,86,12,9,0,6,19,22269,"Baja","Presencial","Ninguna","SI","Publico",45,"Bueno","NO","NO","Academico_moderado"
"592","E0592",21,"Femenino","Sistemas",9,84,348,99,9,13,3,7,0,19124,"Alta","Presencial","Voluntariado","NO","Publico",27,"Bueno","NO","NO","Academico_moderado"
"593","E0593",21,"Femenino","Mecatronica",1,85,42,84,12,0,0,6,2,31468,"Media","Presencial","Deporte","NO","Publico",11,"Limitado","NO","NO","Academico_moderado"
"594","E0594",25,"Masculino","Industrial",3,94,105,95,11,7,8,7,9,36597,"Media","Presencial","Deporte","SI","Auto",45,"Bueno","SI","SI","Alto_desempeno_integral"
"595","E0595",22,"Femenino","Industrial",5,79,182,73,3,1,2,6,22,11619,"Media","Hibrida","Ninguna","SI","Publico",22,"Regular","SI","NO","Trabaja_y_estudia"
"596","E0596",21,"Masculino","Electronica",2,81,119,85,12,8,2,5,0,10902,"Baja","Presencial","Ninguna","SI","Publico",29,"Regular","NO","NO","Jugador_digital"
"597","E0597",20,"Masculino","Administracion",4,91,139,97,15,4,8,7,6,31183,"Media","Hibrida","Voluntariado","NO","Auto",16,"Bueno","NO","SI","Alto_desempeno_integral"
"598","E0598",22,"Femenino","Civil",8,72,311,74,10,6,6,6,35,17911,"Media","Hibrida","Voluntariado","SI","Caminando",15,"Regular","SI","SI","Trabaja_y_estudia"
"599","E0599",18,"Femenino","Mecatronica",5,78,166,89,8,10,0,7,3,4987,"Baja","Hibrida","Ninguna","NO","Auto",56,"Bueno","NO","SI","Academico_moderado"
"600","E0600",20,"Femenino","Administracion",2,60,63,78,6,17,0,5,28,8885,"Media","Hibrida","Ninguna","NO","Auto",40,"Regular","SI","NO","Riesgo_academico"
"601","E0601",22,"Masculino","Industrial",6,69,235,86,2,9,4,7,7,30643,"Alta","Presencial","Ninguna","SI","Auto",44,"Regular","NO","SI","Academico_moderado"
"602","E0602",21,"No especifica","Administracion",4,68,161,70,1,0,4,7,23,4581,"Media","Presencial","Ninguna","NO","Auto",16,"Bueno","NO","NO","Riesgo_academico"
"603","E0603",26,"Masculino","Sistemas",5,82,169,86,8,1,11,7,6,29593,"Media","Presencial","Deporte","SI","Caminando",5,"Bueno","NO","NO","Academico_moderado"
"604","E0604",22,"Masculino","Industrial",4,93,154,99,19,9,3,8,12,15801,"Media","Virtual","Deporte","SI","Caminando",30,"Regular","NO","NO","Alto_desempeno_integral"
"605","E0605",22,"Masculino","Mecatronica",2,78,75,77,11,28,4,7,5,3000,"Baja","Hibrida","Deporte","SI","Auto",61,"Bueno","SI","NO","Jugador_digital"
"606","E0606",23,"Masculino","Sistemas",3,70,107,78,6,5,5,7,14,15217,"Baja","Presencial","Ninguna","NO","Publico",45,"Limitado","NO","NO","Trabaja_y_estudia"
"607","E0607",21,"Masculino","Administracion",6,87,231,92,19,9,6,8,0,23684,"Baja","Presencial","Deporte","SI","Auto",35,"Bueno","NO","SI","Alto_desempeno_integral"
"608","E0608",23,"Femenino","Electronica",5,84,173,75,6,18,0,6,15,23462,"Media","Presencial","Ninguna","NO","Caminando",30,"Bueno","NO","SI","Academico_moderado"
"609","E0609",18,"Femenino","Administracion",3,88,96,91,10,0,6,8,0,21753,"Alta","Hibrida","Cultural","NO","Bicicleta",18,"Bueno","NO","NO","Alto_desempeno_integral"
"610","E0610",20,"Femenino","Mecatronica",1,97,29,97,18,3,6,7,6,23930,"Baja","Hibrida","Arte","NO","Caminando",21,"Bueno","NO","NO","Alto_desempeno_integral"
"611","E0611",22,"Masculino","Civil",5,80,160,99,13,12,0,6,11,3829,"Baja","Presencial","Ninguna","NO","Bicicleta",24,"Bueno","NO","NO","Academico_moderado"
"612","E0612",22,"Masculino","Sistemas",7,91,259,96,22,6,8,7,3,26366,"Media","Presencial","Ninguna","SI","Auto",22,"Bueno","NO","SI","Alto_desempeno_integral"
"613","E0613",22,"Masculino","Administracion",4,94,153,91,14,6,6,9,0,25316,"Media","Virtual","Cultural","NO","Auto",44,"Bueno","NO","SI","Alto_desempeno_integral"
"614","E0614",21,"Masculino","Mecatronica",2,76,29,87,5,31,3,6,0,26415,"Media","Presencial","Voluntariado","NO","Auto",45,"Bueno","NO","SI","Jugador_digital"
"615","E0615",22,"Femenino","Electronica",3,67,121,81,8,19,4,7,5,20557,"Alta","Presencial","Voluntariado","NO","Auto",57,"Bueno","NO","SI","Jugador_digital"
"616","E0616",20,"Masculino","Civil",3,74,103,65,12,10,4,7,17,4120,"Alta","Presencial","Deporte","NO","Auto",6,"Regular","NO","NO","Trabaja_y_estudia"
"617","E0617",19,"Masculino","Civil",4,90,161,94,12,3,8,8,5,45593,"Alta","Presencial","Deporte","SI","Auto",44,"Regular","SI","SI","Alto_desempeno_integral"
"618","E0618",21,"Masculino","Administracion",6,91,217,88,6,5,3,4,18,18919,"Media","Hibrida","Deporte","NO","Auto",13,"Regular","SI","NO","Trabaja_y_estudia"
"619","E0619",22,"Masculino","Industrial",6,81,221,98,15,6,10,8,0,21862,"Media","Presencial","Arte","NO","Auto",14,"Bueno","NO","SI","Alto_desempeno_integral"
"620","E0620",23,"Masculino","Electronica",6,69,221,72,8,4,2,4,21,20998,"Alta","Presencial","Ninguna","NO","Auto",22,"Bueno","NO","NO","Trabaja_y_estudia"
"621","E0621",23,"Femenino","Sistemas",6,71,221,67,2,15,3,4,15,3000,"Baja","Hibrida","Ninguna","NO","Publico",58,"Bueno","NO","NO","Riesgo_academico"
"622","E0622",19,"Masculino","Mecatronica",6,87,239,89,6,9,0,6,36,12570,"Media","Presencial","Ninguna","NO","Publico",43,"Regular","NO","SI","Trabaja_y_estudia"
"623","E0623",22,"Masculino","Mecatronica",6,74,211,87,8,7,2,7,9,12927,"Media","Hibrida","Ninguna","SI","Publico",23,"Bueno","NO","SI","Academico_moderado"
