edad,salud,sueno,estres,ingreso,familia,amigos,recreacion,promedio,estudio,autoestima,optimismo,felicidad
30,3,4,1,9329,10,2,7,94,40,2,6,1
26,9,2,5,5278,6,4,5,62,32,8,4,0
20,4,2,9,3421,10,14,2,87,39,2,6,0
25,3,5,6,1490,1,0,24,61,6,1,2,0
23,3,10,2,2353,4,15,25,66,33,9,6,1
18,10,1,3,6789,6,12,21,67,37,5,5,1
22,3,2,9,3423,10,15,9,91,38,2,3,0
20,5,9,10,1695,6,12,15,62,37,7,8,1
18,1,10,1,1045,5,7,12,82,26,2,6,0
29,9,5,9,3456,7,12,18,67,20,7,3,1
30,5,9,4,6269,6,1,11,79,15,10,7,1
29,1,9,1,11240,8,1,13,73,20,7,10,1
27,9,8,10,6817,1,5,4,64,8,5,1,0
19,7,5,9,3035,9,0,8,100,21,3,9,0
25,8,4,9,4176,7,6,16,64,30,5,4,0
20,2,3,7,11142,5,5,16,96,24,7,5,1
20,1,4,7,3138,6,13,6,66,24,5,2,0
25,1,7,5,11348,7,5,11,83,23,1,3,0
24,4,6,6,9904,3,9,6,61,10,8,7,0
22,7,5,5,9404,10,0,24,74,11,6,4,1
26,9,9,3,5512,6,4,14,99,8,6,1,1
22,1,5,4,4352,4,6,24,82,17,9,5,0
27,6,2,7,4635,3,3,2,66,34,9,8,0
29,2,9,1,10936,4,7,18,65,17,8,4,1
20,7,6,4,1642,7,1,23,64,10,10,9,1
25,6,7,2,8564,9,13,24,95,38,1,1,1
20,4,1,1,10602,2,10,24,86,12,9,3,1
27,9,1,4,7181,6,15,20,91,21,5,10,1
19,7,1,10,4501,7,11,19,82,13,1,2,0
22,10,2,2,9617,10,9,3,94,23,4,4,1
24,9,8,6,1432,10,4,24,86,17,3,3,1
21,10,10,9,3422,2,7,14,77,26,6,7,1
19,2,5,1,5816,3,13,23,62,28,1,6,0
21,8,7,7,8133,1,3,3,68,32,1,1,0
21,1,9,4,6919,7,12,19,65,6,7,3,1
28,8,2,6,4487,2,5,24,73,21,6,6,0
18,7,9,9,4004,7,3,15,100,36,7,9,1
28,3,10,4,9593,5,9,23,62,12,4,5,1
26,1,9,8,4179,6,9,7,90,40,9,3,0
24,1,4,4,11569,6,3,1,66,28,8,1,0
27,1,9,6,10248,10,2,25,78,23,10,3,1
18,8,5,10,3713,7,13,24,99,29,5,9,1
28,10,10,8,2468,9,9,4,94,28,10,7,1
28,10,4,3,6412,10,3,9,61,37,5,10,1
27,4,3,4,2775,3,7,9,69,32,7,10,0
26,1,7,10,1376,9,15,4,85,12,8,7,0
18,8,3,4,6070,9,7,16,98,19,6,10,1
23,4,9,3,11768,9,0,9,60,27,7,2,1
20,10,10,7,6592,1,4,12,97,27,9,3,1
24,5,2,9,7265,10,12,11,86,9,4,1,0
26,8,7,2,3387,4,10,18,81,12,5,4,1
30,5,7,9,3440,4,9,16,77,7,1,3,0
25,4,1,1,11939,9,13,19,85,29,2,1,1
19,7,9,4,2229,2,6,19,81,6,1,2,0
24,9,1,10,11621,5,2,9,100,9,6,1,0
25,7,3,9,4209,10,14,20,86,14,1,6,1
21,5,5,1,9114,8,14,19,78,30,3,1,1
29,8,3,7,7744,3,4,11,61,40,2,8,0
29,8,7,1,3637,10,2,24,76,6,7,9,1
28,9,5,2,4199,4,6,14,74,10,3,6,1
23,3,4,6,7575,2,14,17,65,34,1,4,0
20,2,2,10,3676,1,12,3,74,32,4,9,0
28,6,3,8,9122,9,11,12,67,17,4,8,1
19,9,5,5,5335,10,1,23,70,25,1,3,1
24,5,9,1,2548,7,8,9,63,20,8,4,1
28,5,2,7,8707,9,3,4,89,36,9,3,1
20,2,1,3,11470,2,15,18,94,16,2,4,1
22,9,7,3,10380,9,10,23,91,33,4,7,1
21,9,4,2,9442,3,10,13,61,26,4,10,1
30,8,1,8,10643,9,13,12,67,34,8,1,1
24,8,4,7,9491,3,0,11,60,29,9,3,0
19,3,3,4,11308,6,10,21,70,10,7,6,1
18,6,9,8,2718,5,12,18,69,9,9,3,1
19,10,3,6,10303,7,14,24,98,7,9,10,2
26,5,4,7,11214,10,9,25,94,6,3,3,1
18,6,1,10,4765,9,13,23,98,21,9,5,1
28,3,5,10,6533,10,2,20,65,23,6,8,0
28,9,9,8,1586,8,2,11,71,20,9,7,1
25,7,8,4,9835,3,0,19,88,22,7,2,1
27,2,8,8,11001,9,15,12,94,14,10,10,1
24,9,8,3,3121,6,6,15,62,39,6,9,1
18,7,3,4,7040,1,8,0,83,29,7,10,1
23,8,10,1,1501,2,5,8,94,16,6,6,1
22,5,3,9,7441,8,12,6,68,27,10,5,1
20,4,3,9,10438,5,12,7,72,39,10,2,0
23,7,3,5,2304,6,5,17,81,35,3,6,0
24,3,10,3,7613,10,7,22,74,26,9,10,1
30,6,2,4,9265,2,12,11,83,6,8,9,1
22,7,9,6,1256,10,10,24,91,23,5,4,1
18,4,5,10,2965,9,2,3,90,35,3,1,0
21,9,6,10,4866,5,1,2,83,18,7,5,0
19,6,5,8,2761,6,10,6,66,18,3,6,0
27,4,7,8,9593,2,7,25,87,33,6,1,1
18,10,5,3,11540,2,9,24,65,7,6,3,1
25,7,10,9,2999,10,15,17,63,13,8,1,1
22,6,3,4,9425,9,11,12,70,13,6,9,1
30,7,7,1,6315,10,13,25,88,39,8,5,1
22,3,3,8,6535,9,10,23,77,39,6,10,1
24,6,6,10,5719,3,4,9,99,12,2,7,0
23,1,3,1,1645,1,4,25,79,28,4,10,0
28,4,2,4,3148,2,10,10,64,18,1,6,0
23,8,1,9,4343,7,5,21,66,23,5,5,0
26,9,10,7,7321,10,15,4,91,19,7,8,1
28,8,5,7,3452,1,4,11,92,15,6,5,0
21,2,9,4,3832,9,3,23,68,17,2,3,0
21,10,3,1,11271,5,2,1,84,5,2,9,1
21,7,5,8,3623,4,14,11,61,39,3,8,0
24,9,2,8,3899,3,11,15,89,25,5,6,1
26,5,8,3,7208,3,1,10,69,10,9,8,1
24,9,4,2,7430,1,5,22,88,12,8,3,1
19,8,4,4,8256,4,5,0,80,16,3,3,0
27,10,10,4,7749,3,3,23,87,25,10,2,1
28,5,4,9,10021,3,7,5,80,28,4,10,0
26,4,6,9,6047,5,13,3,91,34,8,4,1
20,7,5,4,1320,10,10,8,76,36,10,2,1
20,8,10,10,8189,1,5,18,71,33,2,3,0
18,6,4,10,8676,9,15,23,67,18,8,6,1
20,10,9,9,4981,3,4,0,66,13,6,7,0
29,1,9,4,3838,1,1,8,95,36,10,8,1
26,9,9,10,8182,6,6,22,83,37,6,3,1
21,9,7,1,1662,4,0,8,79,20,7,2,0
27,10,6,2,8540,2,11,5,73,10,1,3,1
28,10,3,10,6705,1,2,9,72,35,5,9,0
21,1,10,4,1080,10,13,15,65,18,10,8,1
19,10,2,3,7517,1,4,23,69,12,4,3,0
19,8,7,8,11816,3,1,3,98,10,2,2,0
24,7,2,3,3960,1,3,19,62,33,3,6,0
28,9,8,4,4243,10,6,1,78,17,7,7,1
23,4,9,1,11818,3,14,20,79,38,2,3,1
30,5,3,2,2476,5,0,25,95,30,9,3,1
23,1,10,6,3205,3,9,12,68,6,10,4,0
29,6,6,7,2081,1,6,22,96,27,3,10,1
25,1,2,4,8433,2,4,8,72,32,6,9,0
23,9,6,7,6028,3,6,0,76,9,3,1,0
20,8,1,7,3017,6,5,15,74,40,8,5,0
18,3,10,10,2007,8,2,13,87,6,7,4,0
20,3,5,9,11651,2,10,10,76,15,1,4,0
29,5,1,4,1960,2,0,19,83,30,8,10,0
30,8,6,7,6050,10,2,11,88,27,6,5,1
24,3,4,5,8857,2,4,25,76,34,7,1,0
19,1,9,1,2941,9,3,1,73,6,7,9,0
21,2,8,7,5524,2,15,5,87,38,1,9,0
18,9,2,6,8336,2,4,18,61,11,6,1,0
25,2,4,9,1695,7,14,3,75,8,8,4,0
23,2,1,5,6916,9,8,15,79,17,7,3,0
19,4,1,1,10259,7,5,11,94,38,6,8,1
24,7,10,5,9129,1,6,3,95,5,6,4,1
28,4,10,7,3565,8,8,13,85,32,3,2,0
23,10,2,9,4941,3,15,0,62,8,5,7,0
24,7,2,5,6412,10,0,24,64,12,1,8,0
27,8,8,2,5133,1,0,23,76,20,9,9,1
19,10,5,10,1049,6,7,21,64,25,3,1,0
22,10,10,9,1620,10,9,20,98,36,7,10,1
26,8,4,2,4254,8,14,21,67,31,7,10,1
26,5,2,7,7258,2,4,6,91,23,1,8,0
25,10,5,4,4822,3,10,13,71,18,9,10,1
27,5,10,10,2866,10,14,25,60,9,5,3,1
24,3,1,4,8655,1,14,17,70,11,2,7,0
18,3,1,5,2557,9,2,7,83,37,10,9,0
30,10,8,3,2834,2,14,0,94,37,10,5,1
28,9,1,2,9955,7,8,9,94,13,3,2,1
25,6,9,9,4819,10,14,16,83,33,1,9,1
20,1,1,5,9848,1,13,15,80,35,2,3,0
21,7,10,2,5907,10,12,2,65,15,9,8,1
28,10,5,3,10828,7,4,14,85,35,1,5,1
18,10,6,4,2931,5,2,25,97,32,2,6,1
24,1,8,9,11523,4,5,15,78,40,9,4,1
23,7,6,2,8540,10,12,5,78,7,10,7,1
29,5,10,7,7287,9,7,23,76,32,1,5,1
25,9,5,3,2061,8,0,4,95,26,2,7,1
20,3,6,10,4983,7,8,17,94,13,1,9,0
27,4,5,9,7555,9,7,19,62,32,3,5,0
24,8,3,9,8293,10,2,13,61,9,2,5,0
19,4,2,10,5067,6,5,6,86,11,4,4,0
25,7,1,6,4056,4,1,8,80,40,9,2,0
25,8,2,9,3077,5,1,17,94,5,7,8,0
26,3,2,5,2304,8,8,13,93,11,4,6,0
23,4,7,1,6755,2,2,15,65,32,1,4,0
27,5,6,6,10822,1,12,15,60,8,1,10,0
27,8,5,6,4616,4,0,13,68,20,6,5,0
28,6,10,10,6685,4,1,0,87,15,3,2,0
30,6,10,2,7392,1,3,2,71,22,2,2,0
23,9,5,9,9471,7,1,0,94,5,2,8,0
20,5,3,2,10133,4,10,8,83,22,1,1,0
26,3,5,10,4759,6,7,9,60,7,2,9,0
27,4,8,9,2755,1,10,7,98,12,3,9,0
18,5,6,8,10482,3,15,3,77,33,3,5,0
21,9,4,10,8365,3,7,7,96,11,3,2,0
26,4,3,3,2984,1,3,0,71,19,3,1,0
28,9,8,7,2993,1,2,9,72,28,7,2,0
22,1,4,9,5740,6,7,20,65,37,1,8,0
18,4,1,8,7623,3,0,11,77,26,10,7,0
19,1,7,6,5900,2,2,22,74,23,1,8,0
27,1,6,9,4189,7,13,17,72,23,9,3,0
23,1,6,10,8024,3,11,14,64,34,7,1,0
26,3,7,1,5959,2,0,24,96,28,3,2,0
20,5,2,10,10702,7,4,13,77,16,3,3,0
27,8,6,9,10627,2,14,1,76,28,5,3,0
27,3,3,6,9141,1,0,23,63,9,7,4,0
29,6,7,5,1865,8,5,6,68,22,8,3,0
26,3,9,10,6375,5,0,1,65,36,9,9,0
20,3,5,8,4938,2,4,13,64,29,9,6,0
18,8,2,1,6757,9,1,2,67,28,1,10,0
20,8,2,2,6160,3,13,2,62,28,4,8,0
18,10,3,4,1718,1,14,2,87,25,1,1,0
22,8,2,7,2443,10,4,15,72,24,9,2,0
21,2,1,5,6444,1,4,11,95,30,4,3,0
29,1,7,6,8356,10,10,11,65,28,7,3,0
28,5,1,10,2666,4,3,2,66,34,9,7,0
28,1,7,10,7077,4,10,8,65,16,1,2,0
28,3,3,8,6140,10,11,1,60,15,7,1,0
23,1,8,5,1718,8,3,24,88,17,3,8,0
27,9,1,6,10664,6,0,7,64,8,1,7,0
22,10,4,5,1199,4,3,0,77,27,3,1,0
21,7,1,9,11020,5,2,2,94,24,10,2,0
20,1,6,7,2157,1,1,13,91,5,1,7,0
30,4,8,9,5375,3,6,21,72,23,5,10,0
18,4,3,6,1181,2,15,6,84,25,5,3,0
29,3,4,4,6041,6,3,2,60,7,10,1,0
28,7,1,6,5002,1,13,16,76,20,1,3,0
19,2,7,7,8275,4,4,19,60,23,6,8,0
24,1,4,4,7866,3,0,22,69,34,6,6,0
26,3,2,5,8568,8,0,22,98,13,1,8,0
19,2,6,3,4697,9,0,5,72,32,3,2,0
20,3,1,5,2452,5,8,15,77,18,3,9,0
29,2,2,7,6896,10,6,22,60,13,1,3,0
18,4,1,5,3445,4,4,4,88,36,6,3,0
29,2,4,6,4177,1,4,16,65,31,6,1,0
25,6,7,10,2572,10,7,4,64,6,3,10,0
19,7,2,8,5891,7,1,5,97,38,4,2,0
30,1,5,4,9867,5,2,19,84,30,3,3,0
21,4,5,4,1569,4,2,2,83,38,8,7,0
24,10,9,7,2041,7,6,8,68,10,3,6,0
22,6,1,9,1129,10,10,19,79,37,2,6,0
24,2,5,1,11939,5,6,7,70,31,2,5,0
30,6,5,4,1914,8,13,7,89,19,2,1,0
18,9,2,8,9697,6,5,4,67,10,6,9,0
25,2,9,5,6215,3,6,11,77,16,7,9,0
24,6,7,4,4194,8,0,3,77,8,1,6,0
20,8,3,3,2076,5,5,10,89,17,2,7,0
20,1,4,2,4245,7,11,11,69,38,7,3,0
27,3,1,5,6957,8,7,25,82,19,3,4,0
24,7,2,9,6734,1,15,12,65,8,9,8,0
18,2,1,8,3042,3,12,3,82,40,4,9,0
18,2,4,7,3859,7,1,16,78,30,4,10,0
22,4,1,9,10473,6,5,7,67,14,1,3,0
28,8,5,8,1112,1,0,4,86,40,8,7,0
24,4,7,6,7989,1,8,10,62,6,7,4,0
21,1,6,10,8634,1,5,11,82,12,3,9,0
26,7,3,10,8815,4,8,3,75,15,2,1,0
21,1,1,5,5557,10,13,9,84,9,3,10,0
21,10,1,1,3317,6,3,4,67,18,8,6,0
24,2,10,10,4578,2,8,22,83,40,5,4,0
22,6,7,7,4625,2,2,7,94,40,6,1,0
21,5,3,4,7674,3,4,1,75,17,5,8,0
22,3,5,7,4406,2,0,9,74,33,10,7,0
18,3,2,8,8178,5,2,14,76,17,1,5,0
26,3,10,4,1152,3,0,4,81,30,10,2,0
21,4,1,4,1359,4,6,8,86,34,8,2,0
23,6,4,1,3843,5,11,6,63,10,3,4,0
29,10,9,5,8989,3,7,0,73,22,3,1,0
20,9,5,8,2115,10,0,2,89,15,3,3,0
25,4,4,8,10394,2,5,3,68,10,2,1,0
20,1,6,5,3451,3,3,12,71,29,6,5,0
18,5,9,9,9177,9,10,0,77,34,1,3,0
19,7,6,9,2371,3,4,0,83,15,3,10,0
22,2,2,6,7725,4,1,4,97,25,6,10,0
21,2,4,9,1662,1,8,18,94,19,3,2,0
28,2,3,3,2546,3,2,11,78,37,2,6,0
22,3,2,10,3308,7,4,5,64,17,3,1,0
22,2,1,5,3672,10,8,17,73,12,5,8,0
19,3,9,4,2816,9,0,1,74,32,7,7,0
18,3,1,1,1088,6,6,23,70,39,6,4,0
26,7,4,2,1063,6,1,10,71,22,4,9,0
18,1,8,7,9748,7,5,14,87,20,4,3,0
30,2,1,2,4110,3,5,6,74,14,2,9,0
29,5,6,8,3919,1,4,22,85,29,6,7,0
26,7,3,10,6798,10,3,4,80,33,4,5,0
22,6,1,10,3730,9,12,0,80,15,2,1,0
20,7,3,8,1640,7,12,9,95,8,1,9,0
23,4,1,6,7347,5,3,17,76,17,8,9,0
20,7,1,1,2851,4,13,11,67,8,4,5,0
26,7,6,3,5929,1,12,4,68,12,6,6,0
19,4,9,4,6120,1,15,2,68,23,6,6,0
21,2,3,10,1923,1,7,12,68,16,2,2,0
28,5,3,6,3292,6,3,12,67,37,6,8,0
23,10,2,8,2090,1,10,1,93,8,6,5,0
27,2,5,8,8440,5,8,15,74,28,4,6,0
26,1,4,4,3044,9,6,13,65,9,4,4,0
23,3,8,9,8785,4,0,9,95,32,3,6,0
28,2,6,3,3002,8,9,13,80,18,6,4,0
23,8,4,10,1277,9,7,21,81,15,2,2,0
23,8,6,10,6710,9,4,16,67,8,3,3,0
23,2,5,4,7970,8,5,16,85,38,2,2,0
29,1,6,4,3073,7,0,23,67,12,10,4,0
23,2,4,7,1692,10,1,22,93,25,9,2,0
26,2,1,5,6369,1,4,9,73,34,4,7,0
26,2,7,5,5201,2,13,2,62,11,10,8,0
23,4,6,9,11400,5,13,8,62,28,2,1,0
21,7,3,9,2678,5,8,21,77,34,2,9,0
19,4,1,10,1204,10,3,11,72,37,7,1,0
20,9,3,7,3183,6,8,25,70,7,5,2,0
28,3,4,2,11014,1,11,14,89,13,1,5,0
30,5,2,1,1927,8,8,3,96,18,3,5,0
21,3,3,6,2280,8,9,25,69,16,5,1,0
22,4,3,7,2633,2,1,1,72,24,7,9,0
24,2,7,4,1823,8,0,4,94,30,8,3,0
18,1,2,8,4987,3,10,25,96,5,1,8,0
19,1,5,6,5576,7,3,15,67,15,9,2,0
25,1,8,5,6019,4,13,1,69,19,5,5,0
30,3,3,6,3362,2,12,0,69,26,3,4,0
27,1,4,3,7892,6,10,3,74,13,8,7,0
25,5,1,9,4780,8,2,18,67,7,8,5,0
27,3,4,6,4775,5,8,16,87,22,8,1,0
29,1,3,2,3727,4,15,21,69,5,6,6,0
18,4,4,1,1998,1,0,17,93,29,4,5,0
19,2,5,2,7655,1,0,18,65,29,10,3,0
26,6,5,9,2346,9,13,15,76,29,4,1,0
18,1,10,10,9438,5,7,7,87,12,2,4,0
25,2,2,9,2395,6,2,21,98,40,6,5,0
23,9,3,10,6063,3,0,6,100,21,1,2,0
20,4,9,8,10772,5,0,4,85,14,1,9,0
23,9,2,8,5293,6,4,14,74,27,4,7,0
22,3,4,6,8445,1,0,9,65,15,10,2,0
30,9,3,9,6439,2,3,21,86,9,3,6,0
21,1,5,7,7691,1,1,2,68,40,4,9,0
20,8,2,1,2470,3,6,4,96,32,2,6,0
19,3,1,5,9722,6,0,15,87,32,6,4,0
30,5,5,7,1753,5,5,4,88,31,4,5,0
24,1,2,10,2443,6,7,0,83,36,4,5,0
25,9,5,10,5807,8,14,2,70,8,4,6,0
22,4,5,1,6033,7,12,17,69,12,3,2,0
23,7,5,10,6837,3,11,8,96,16,1,7,0
24,5,1,6,2611,2,1,5,65,15,6,5,0
21,5,2,3,5049,1,3,22,85,8,5,10,0
21,3,1,4,2720,10,14,17,97,8,2,2,0
30,5,1,1,4438,5,15,3,75,11,8,2,0
23,4,1,8,7868,9,3,0,71,23,9,1,0
28,9,6,6,8627,9,1,0,70,21,5,4,0
30,3,4,7,4051,3,3,12,97,7,7,10,0
28,6,2,7,11153,2,7,18,83,14,2,6,0
18,2,7,5,3378,7,2,0,90,5,4,4,0
20,5,9,5,9247,2,7,0,60,24,2,7,0
27,2,1,6,4745,1,4,3,83,9,7,8,0
26,2,2,1,6338,1,3,24,77,36,7,5,0
23,2,3,9,2251,8,15,10,66,13,4,10,0
25,3,4,7,1309,3,9,25,78,32,6,5,0
24,8,8,3,1600,6,2,14,66,6,8,4,0
28,1,4,2,8973,6,9,7,93,6,3,8,0
22,2,5,9,6313,8,5,12,63,15,10,3,0
22,3,3,8,4441,7,4,14,73,16,1,3,0
25,2,7,3,1937,5,5,19,94,28,2,5,0
18,4,10,3,4066,1,5,23,86,40,1,2,0
22,3,7,5,9117,2,1,13,94,6,2,8,0
25,1,4,2,7554,4,14,24,62,26,1,1,0
21,10,1,7,6326,5,1,5,82,40,6,2,0
24,5,1,7,9112,6,13,0,70,7,9,1,0
28,2,10,3,10748,1,5,5,64,28,5,4,0
27,1,5,5,9883,10,1,18,74,16,3,6,0
21,4,4,3,1107,3,7,11,64,7,3,6,0
24,4,2,8,8533,5,11,8,70,9,1,7,0
27,7,2,8,4744,1,0,18,97,15,9,5,0
23,3,5,1,4130,3,3,2,82,19,6,6,0
18,6,2,5,4438,3,3,18,100,11,5,4,0
24,3,1,9,5360,7,15,4,97,15,6,5,0
24,4,10,5,3953,1,2,5,70,20,5,2,0
18,3,7,7,1004,5,10,1,97,28,7,4,0
20,2,8,5,11600,1,0,22,74,9,1,2,0
27,4,4,6,4289,9,5,4,70,24,8,2,0
28,1,6,7,5603,7,3,21,86,8,8,7,0
20,4,5,7,2476,8,13,21,69,19,2,4,0
21,2,7,6,5522,5,3,23,72,34,3,8,0
25,1,2,8,11153,10,6,5,79,16,1,3,0
22,9,4,8,6040,5,8,2,91,15,4,5,0
20,4,9,7,5361,2,0,0,98,26,4,9,0
27,1,1,10,4610,8,2,8,87,8,5,8,0
28,7,2,5,4639,8,8,8,73,34,1,7,0
21,4,1,7,8914,8,6,0,85,35,2,9,0
19,8,1,9,7928,5,8,5,85,23,3,1,0
28,4,1,3,2234,8,3,13,90,37,1,7,0
28,7,5,4,2866,6,1,3,84,21,10,3,0
28,9,2,6,1024,4,14,24,62,12,8,1,0
27,3,7,5,1696,8,1,6,61,37,9,1,0
27,3,8,5,2455,2,13,17,60,32,10,2,0
28,8,1,2,3926,1,9,25,69,24,3,6,0
20,5,4,7,6214,3,9,1,82,27,4,7,0
27,9,4,10,2386,3,4,12,60,6,1,2,0
22,5,1,8,7535,3,2,25,79,19,1,5,0
29,10,2,4,5923,2,0,6,93,36,6,3,0
18,1,8,8,9124,4,5,2,91,27,1,4,0
26,8,4,4,8530,1,6,9,71,23,5,5,0
20,4,6,2,1084,8,13,10,64,9,8,1,0
21,1,5,6,6107,2,8,0,75,39,3,3,0
27,10,2,9,11308,5,7,2,65,17,3,7,0
24,2,2,6,9800,5,10,17,63,26,3,7,0
21,3,2,2,10732,7,1,9,89,15,3,1,0
29,1,9,3,11495,4,2,14,64,23,7,2,0
24,3,4,6,10440,7,0,11,74,5,3,7,0
26,7,1,6,1849,7,7,1,85,30,4,7,0
18,4,10,1,10705,2,5,1,75,6,3,6,0
26,4,5,5,6409,7,12,5,70,28,3,2,0
20,5,9,7,1499,8,0,9,88,14,7,7,0
18,3,4,6,2030,6,11,0,64,28,4,1,0
25,10,1,6,3112,3,8,9,64,18,4,10,0
23,5,8,10,5347,1,12,8,83,18,2,6,0
18,3,4,8,8766,2,8,7,60,11,10,3,0
21,3,4,10,7633,5,8,1,71,40,3,6,0
21,3,7,8,7161,10,5,8,70,33,8,4,0
27,3,4,9,6540,3,1,4,75,16,1,10,0
20,4,5,8,11810,2,4,19,60,35,6,6,0
27,2,4,9,4623,2,0,0,85,23,4,4,0
28,3,3,7,11246,3,4,15,88,34,8,4,0
21,2,7,9,1553,7,12,9,90,6,8,1,0
26,5,3,5,2389,1,15,25,79,8,3,8,0
22,1,7,8,7010,9,5,13,89,31,3,6,0
27,1,7,3,1225,1,7,22,85,17,9,6,0
24,1,10,10,6160,6,0,9,98,18,3,7,0
30,7,5,4,3089,3,7,18,76,29,2,3,0
21,5,1,1,2199,3,14,13,70,13,4,10,0
25,3,4,7,2955,1,1,18,69,31,2,7,0
19,3,3,5,5956,5,2,24,92,35,5,1,0
22,2,4,6,7377,10,8,16,60,24,6,1,0
22,1,6,10,11288,9,1,4,87,5,3,10,0
22,10,1,8,4132,5,4,1,74,11,10,8,0
23,9,7,9,5529,2,13,5,75,19,3,7,0
21,2,8,4,1040,7,12,5,97,18,2,6,0
27,5,7,10,9990,10,0,13,69,20,3,8,0
29,3,4,8,2950,8,0,4,70,19,8,10,0
26,1,3,1,8847,7,2,4,75,30,2,3,0
28,2,9,3,1435,8,0,12,84,7,2,1,0
30,8,8,4,2663,3,6,3,80,26,6,1,0
29,5,5,1,6098,6,6,3,64,24,2,5,0
25,1,2,3,4716,6,1,6,85,39,8,2,0
18,4,7,7,5885,1,2,13,73,13,10,6,0
29,1,3,10,2453,6,11,22,79,15,4,4,0
19,7,2,8,1048,6,0,5,70,9,9,2,0
27,3,9,7,5728,4,6,24,61,14,7,6,0
29,1,10,10,7299,3,3,17,72,31,7,8,0
25,2,10,7,7807,7,13,2,60,13,6,7,0
26,1,2,4,8171,7,7,13,91,27,10,1,0
19,8,8,10,2182,6,4,20,79,22,7,2,0
22,5,1,10,3690,4,7,24,82,9,8,5,0
30,3,3,8,8187,7,8,25,65,24,10,1,0
18,4,9,6,1040,3,10,10,64,18,5,5,0
25,10,6,4,2040,3,0,9,60,25,5,4,0
18,2,9,8,4984,2,9,6,97,10,6,2,0
22,3,6,8,1866,7,0,4,87,17,4,2,0
23,5,3,4,1200,7,1,1,71,17,1,3,0
26,7,6,6,1309,6,4,5,78,11,2,5,0
30,3,1,7,7698,8,1,3,80,9,5,6,0
20,3,3,5,1612,1,10,7,97,13,3,3,0
30,4,5,9,6025,4,7,18,66,17,4,3,0
23,3,9,7,2912,4,5,7,98,21,6,7,0
28,6,3,10,8731,4,11,12,65,26,3,7,0
28,9,1,10,7824,7,9,3,77,35,6,4,0
20,5,4,7,9091,10,4,9,66,26,8,2,0
19,2,7,9,11744,4,14,2,61,20,1,8,0
26,10,7,8,10074,1,4,12,77,18,2,3,0
28,9,4,4,6384,4,3,1,66,29,2,3,0
21,9,9,8,9697,9,14,23,84,27,7,10,2
20,7,8,7,11152,9,14,18,94,38,8,8,2
29,9,10,9,10536,9,15,22,95,34,8,7,2
28,10,5,2,10727,10,12,21,77,25,10,7,2
18,10,4,1,11199,10,13,16,98,10,10,6,2
26,10,10,7,7691,7,13,25,94,28,9,5,2
18,10,4,2,11150,6,15,18,97,32,6,10,2
21,10,10,3,9084,9,6,12,100,7,8,10,2
29,10,5,2,11237,10,14,19,94,10,8,7,2
24,10,9,6,7756,9,15,23,96,29,8,4,2
28,10,8,2,4284,8,15,15,99,18,9,7,2
27,10,8,3,10365,9,9,12,100,38,6,9,2
24,9,10,3,11199,8,10,13,97,38,9,7,2
20,10,5,3,5533,8,9,25,99,20,9,9,2
19,9,10,4,8214,8,10,25,99,37,9,7,2
24,8,6,3,9952,10,15,15,90,37,10,5,2
25,9,9,3,11195,9,7,23,78,23,9,9,2
24,9,7,3,10885,10,15,25,85,10,6,8,2
26,9,9,1,6720,9,10,25,95,25,2,10,2
24,6,4,1,8655,7,14,23,99,40,8,9,2
22,9,10,1,10196,4,11,23,95,35,8,4,2
20,10,7,1,3408,8,11,24,83,22,9,10,2
22,10,3,1,11626,10,12,21,97,33,6,4,2
23,10,9,4,9088,9,9,25,88,13,10,10,2
27,9,9,2,11621,10,11,22,90,40,9,1,2
22,10,8,3,7430,6,12,16,96,5,10,10,2
28,8,10,3,11006,6,12,23,95,36,9,4,2
20,10,5,2,6039,9,9,24,86,37,8,9,2
20,9,10,3,11474,7,12,24,74,20,9,8,2
29,8,10,2,11653,10,13,13,94,11,6,10,2
29,9,7,1,6444,8,8,22,91,18,9,10,2
24,6,9,3,11889,9,13,14,81,37,9,9,2
28,10,8,4,8365,9,14,13,99,26,10,8,2
24,8,6,1,10914,10,13,6,88,28,9,9,2
19,10,1,1,11900,9,15,23,97,36,9,9,2
23,10,5,3,11702,6,15,25,98,12,5,9,2
30,2,10,3,10786,10,15,25,91,29,8,10,2
22,10,6,2,10838,3,15,25,97,37,10,10,2
23,9,8,3,9111,8,13,23,98,39,8,2,2
24,8,8,1,11619,9,10,24,91,38,8,9,2
30,10,2,2,10034,8,15,23,98,27,8,4,2
18,10,8,1,10599,10,9,18,77,17,10,6,2
22,10,10,2,8526,1,14,22,96,28,4,10,2
19,8,8,1,9080,3,11,25,91,20,10,10,2
25,10,7,1,11156,10,14,15,88,17,8,4,2
20,10,8,3,7625,10,14,21,86,19,9,6,2
29,10,9,1,4946,10,12,22,95,23,9,6,2
26,9,9,1,11932,6,15,24,88,39,10,1,2
26,9,6,5,7696,9,10,17,89,39,10,10,2
25,10,5,1,6908,10,14,20,93,32,10,4,2
30,9,9,2,7437,10,12,25,84,38,5,9,2
21,7,10,2,6067,10,13,25,88,35,10,9,2
21,10,10,7,5195,9,14,24,96,29,4,10,2
20,10,10,6,5417,8,15,22,100,29,10,2,2
23,8,10,2,9101,5,13,20,80,37,10,8,2
29,7,9,2,10730,10,10,22,99,37,6,7,2
29,8,10,7,8360,10,15,16,94,10,8,10,2
