edad,experiencia_mlb,estatura_cm,peso_kg,velocidad_swing,fuerza,precision_contacto,vision_dinamica,agilidad,tiempo_reaccion,pct_bateo
21,0,187.4,82.3,126.1,77.8,76.2,73.8,73.5,0.27,0.281
29,7,194.9,80.6,112.4,72.3,75.8,84.3,72.7,0.274,0.272
22,1,177.7,81.2,118.1,77.4,82.3,82.7,72.1,0.271,0.303
32,11,184.8,92.9,121.5,81.9,89.0,80.4,90.6,0.266,0.342
20,0,193.2,93.6,102.8,81.3,77.3,78.6,72.7,0.255,0.267
37,16,179.5,91.9,118.2,85.2,86.8,78.0,61.0,0.265,0.307
20,0,181.7,98.9,111.8,73.7,85.5,80.5,72.8,0.282,0.286
25,3,184.6,108.3,118.0,84.5,70.3,73.3,62.7,0.276,0.241
29,10,183.9,89.5,125.9,85.0,81.3,81.8,75.0,0.283,0.303
23,3,184.5,92.3,114.5,76.2,88.4,80.4,68.5,0.255,0.299
39,18,181.6,89.6,113.8,82.8,90.7,86.7,73.5,0.272,0.326
26,3,178.4,97.6,132.3,80.2,82.3,66.0,71.4,0.287,0.287
33,14,195.1,68.0,123.4,80.9,79.6,70.8,79.7,0.296,0.286
28,9,177.0,65.2,105.2,81.1,83.7,78.6,75.9,0.263,0.297
26,4,185.8,95.6,128.0,74.4,78.5,74.2,63.5,0.261,0.275
25,4,182.4,89.3,117.7,81.1,75.8,81.8,69.1,0.297,0.273
33,11,185.2,76.1,106.8,80.6,84.1,79.3,67.5,0.288,0.278
29,10,186.5,80.5,103.7,77.2,82.9,73.2,80.8,0.245,0.277
28,10,183.6,82.0,110.0,83.4,71.2,82.3,61.8,0.281,0.251
22,1,174.7,102.3,108.8,75.5,71.8,76.1,73.0,0.248,0.243
38,16,180.5,84.4,113.4,77.8,70.7,79.5,75.7,0.252,0.261
32,12,177.4,90.6,116.2,86.2,80.4,81.9,80.2,0.306,0.298
34,13,171.1,83.6,111.0,85.2,72.6,85.3,74.0,0.276,0.272
32,11,181.0,88.3,114.4,79.2,77.6,83.1,60.0,0.259,0.275
20,0,187.0,96.9,116.4,80.6,86.6,76.3,76.0,0.27,0.291
25,2,187.4,85.1,107.0,83.5,84.9,78.8,72.9,0.282,0.276
22,4,189.4,93.5,112.4,86.1,75.4,78.7,70.5,0.246,0.269
21,2,190.6,89.1,112.8,79.3,77.9,79.5,81.2,0.281,0.275
24,5,181.9,78.0,112.5,79.7,72.2,77.5,98.0,0.284,0.28
25,3,178.5,98.7,99.9,76.5,82.3,79.6,76.1,0.278,0.265
24,2,195.5,89.9,122.2,85.4,75.9,80.5,77.9,0.29,0.286
22,2,178.8,82.7,113.7,87.3,80.2,82.5,73.0,0.291,0.29
25,4,196.4,88.1,106.3,85.4,78.7,77.7,75.2,0.259,0.28
36,13,191.1,87.3,119.6,78.6,76.0,78.9,88.9,0.264,0.293
21,0,174.0,73.2,127.3,83.5,82.9,84.1,64.5,0.26,0.313
24,4,199.4,100.7,114.2,77.1,78.0,82.4,75.1,0.259,0.282
21,3,195.0,76.4,110.2,81.2,77.5,77.8,63.3,0.301,0.254
27,5,190.7,74.6,114.7,77.9,90.9,82.6,69.1,0.257,0.313
20,2,185.6,88.1,114.5,76.1,85.9,82.3,74.1,0.286,0.29
31,11,175.3,89.6,101.4,81.8,89.2,83.0,70.8,0.267,0.292
25,3,191.6,90.0,115.6,79.5,82.2,78.5,82.8,0.253,0.297
38,17,184.1,103.2,108.4,83.6,84.8,75.9,68.3,0.272,0.279
32,14,185.3,63.7,123.5,81.7,75.0,76.3,81.4,0.267,0.286
39,21,196.2,74.5,120.8,74.2,79.5,74.0,76.1,0.264,0.285
33,14,175.6,92.2,109.7,80.4,80.1,81.3,75.6,0.251,0.281
28,5,188.3,80.1,107.3,83.7,80.2,80.5,64.2,0.281,0.276
31,13,187.3,109.4,115.6,90.4,72.6,74.2,80.9,0.261,0.281
35,12,179.5,107.8,114.9,82.6,83.0,78.4,72.9,0.294,0.285
38,17,179.1,89.5,108.3,85.7,79.4,73.2,71.4,0.258,0.269
20,0,190.1,89.1,115.8,85.3,82.9,75.1,75.9,0.287,0.302
37,16,192.4,68.2,95.8,80.7,80.0,75.7,85.5,0.259,0.259
33,10,184.0,96.6,111.7,80.3,78.3,81.0,70.9,0.266,0.284
29,6,181.7,92.4,102.1,81.0,80.4,77.8,74.2,0.259,0.261
27,7,181.1,86.9,99.2,78.1,84.5,75.3,64.5,0.252,0.264
20,0,192.8,103.2,104.1,82.9,81.0,75.1,75.5,0.265,0.273
39,19,178.1,88.5,110.1,88.7,78.7,73.7,70.3,0.311,0.255
28,6,190.0,85.2,117.2,80.5,90.1,82.5,74.9,0.272,0.313
33,14,176.8,78.9,113.6,81.6,70.5,70.2,76.5,0.269,0.255
38,15,186.0,66.6,114.8,91.6,82.6,82.9,78.4,0.307,0.302
35,14,187.6,81.2,120.9,77.0,74.2,84.2,82.7,0.296,0.286
20,0,185.5,93.8,105.8,75.2,75.1,74.6,79.7,0.31,0.236
26,5,186.5,55.5,106.8,80.0,77.0,75.7,70.5,0.277,0.253
39,17,186.9,102.9,111.5,85.2,76.6,80.7,71.3,0.275,0.273
33,10,184.4,78.8,123.4,82.3,82.5,79.1,71.7,0.261,0.299
32,12,176.2,94.4,115.9,92.0,76.2,86.3,73.5,0.271,0.29
28,7,181.0,96.1,110.2,76.1,85.6,70.0,77.6,0.25,0.273
30,11,181.1,61.8,106.7,84.4,77.7,80.0,85.5,0.273,0.294
33,10,194.3,90.4,118.0,87.3,80.9,76.6,72.6,0.279,0.295
36,16,196.0,72.2,111.9,86.1,75.8,75.5,70.5,0.259,0.262
21,0,185.6,81.5,113.7,80.9,86.5,82.9,67.9,0.296,0.283
29,7,179.2,82.7,106.5,86.6,78.5,79.4,74.3,0.262,0.272
22,4,196.0,99.1,108.2,68.4,78.5,73.8,71.7,0.245,0.264
35,17,201.8,95.0,129.2,92.1,73.1,78.9,83.0,0.252,0.313
26,5,181.2,83.6,115.4,76.0,75.6,78.8,78.8,0.286,0.264
38,17,191.7,71.9,98.6,83.7,86.7,83.4,76.5,0.252,0.297
37,16,189.0,73.2,114.0,79.2,81.8,80.3,78.8,0.271,0.285
39,20,170.4,94.1,108.1,82.1,78.9,79.4,82.3,0.277,0.285
32,14,186.0,84.0,99.7,65.8,84.0,83.3,77.7,0.272,0.272
35,14,198.2,88.3,102.7,75.9,79.7,76.1,73.3,0.291,0.252
29,11,184.9,95.1,103.3,80.1,87.6,81.2,75.7,0.293,0.283
30,12,186.1,93.8,118.0,70.9,80.4,77.6,86.9,0.25,0.292
25,5,194.3,85.4,105.9,82.1,75.9,75.5,82.4,0.26,0.272
28,5,189.5,100.6,123.5,79.8,85.7,77.2,71.5,0.244,0.308
23,2,180.1,83.9,111.9,79.7,76.6,81.3,67.9,0.264,0.284
39,16,183.6,76.9,120.5,75.6,75.4,86.3,65.0,0.259,0.292
31,13,187.8,90.3,113.7,79.8,75.8,81.8,78.5,0.264,0.277
21,3,183.7,80.4,123.3,78.1,85.3,79.1,71.6,0.275,0.309
24,6,195.1,82.9,105.2,69.1,78.8,79.9,76.3,0.297,0.255
28,7,184.5,99.5,107.0,74.9,73.7,79.2,79.8,0.255,0.261
27,5,196.5,89.1,108.5,87.5,81.2,75.6,74.2,0.285,0.269
36,18,182.6,79.7,105.3,86.9,84.9,80.7,74.3,0.253,0.285
37,17,184.6,98.9,111.4,91.3,70.9,71.3,86.5,0.273,0.265
20,0,190.5,82.0,99.8,78.8,80.8,80.6,68.3,0.271,0.259
37,19,188.1,89.7,110.1,84.2,83.3,81.5,67.5,0.303,0.288
38,15,197.8,92.4,104.1,85.3,81.3,79.9,76.3,0.276,0.268
20,1,198.5,79.1,112.6,89.2,72.3,76.3,83.3,0.25,0.281
34,14,189.6,84.7,115.1,78.3,87.2,75.5,72.0,0.258,0.307
32,12,185.5,100.3,127.0,81.5,85.9,78.7,90.4,0.271,0.326
32,12,180.9,76.8,113.2,72.1,85.2,77.2,83.2,0.272,0.29
21,0,187.7,75.5,107.5,84.3,85.9,75.7,65.9,0.265,0.291
21,0,194.1,88.5,108.7,81.7,85.5,82.1,78.1,0.275,0.297
37,18,187.4,88.6,111.0,80.8,75.2,81.4,75.3,0.267,0.268
22,2,168.5,85.0,107.0,88.6,84.6,75.1,79.1,0.3,0.274
39,16,182.5,74.4,107.7,77.8,87.7,79.2,74.0,0.268,0.296
37,16,182.1,53.9,119.9,86.6,77.6,76.2,86.8,0.268,0.279
25,7,185.2,83.8,109.6,79.9,76.7,77.6,72.5,0.268,0.271
31,8,188.6,71.6,117.3,88.9,73.9,79.3,70.7,0.267,0.284
20,2,185.6,89.0,105.7,83.0,76.7,77.8,72.3,0.272,0.258
26,5,179.7,88.2,119.0,78.2,87.8,80.6,79.7,0.281,0.315
29,6,188.1,84.9,111.8,77.0,78.6,78.3,78.5,0.268,0.276
31,13,180.0,85.9,116.0,92.5,85.1,69.2,64.7,0.278,0.287
24,5,184.7,85.1,113.9,83.7,80.8,81.0,75.3,0.259,0.285
23,5,184.3,84.2,106.6,84.2,80.0,79.7,77.0,0.272,0.276
23,1,184.8,93.3,127.5,81.5,89.6,73.3,75.7,0.321,0.318
35,14,187.2,81.5,115.4,85.8,85.4,75.4,72.4,0.285,0.297
27,7,191.2,78.5,121.5,83.9,83.5,83.2,79.2,0.29,0.311
27,9,185.0,74.4,92.3,81.1,78.2,85.7,71.9,0.271,0.265
25,2,200.6,74.0,110.3,81.7,80.4,76.5,77.9,0.263,0.275
31,8,178.1,79.8,110.3,84.2,73.8,82.6,72.0,0.298,0.255
30,9,194.8,79.1,115.8,90.1,75.2,87.6,75.7,0.252,0.295
26,4,192.8,80.6,110.9,82.7,82.1,76.0,70.5,0.256,0.288
31,8,181.1,93.3,113.6,83.7,80.5,80.8,79.3,0.256,0.294
30,10,182.3,88.2,117.2,74.9,76.3,89.0,78.5,0.271,0.295
38,15,180.0,86.0,112.3,74.0,76.8,84.6,75.7,0.275,0.277
20,0,185.5,99.6,115.3,82.6,88.9,78.4,71.9,0.277,0.312
23,4,187.6,88.0,117.1,80.7,80.8,78.7,80.6,0.255,0.283
31,11,201.8,79.4,116.9,77.2,73.9,78.9,71.9,0.283,0.268
38,15,184.4,82.3,109.7,83.8,83.7,77.4,73.2,0.261,0.294
26,5,193.5,82.2,121.3,81.0,79.1,77.7,68.2,0.251,0.288
38,18,183.1,80.5,100.1,79.3,83.6,71.9,77.7,0.258,0.27
28,9,171.0,78.5,107.9,82.8,82.5,79.0,90.7,0.276,0.29
34,12,197.2,85.2,117.1,85.1,77.9,79.0,73.6,0.276,0.285
31,10,193.3,92.5,105.6,77.9,82.8,78.1,75.7,0.263,0.272
28,8,183.6,81.0,117.7,79.0,75.0,82.0,75.5,0.267,0.278
26,8,183.1,83.9,108.8,87.7,83.5,72.2,71.7,0.26,0.281
35,14,181.9,78.0,118.3,96.4,72.9,81.1,68.0,0.277,0.283
39,17,181.3,70.6,103.9,84.2,79.4,77.6,96.2,0.276,0.291
39,18,183.5,70.8,102.6,75.9,76.8,81.5,68.2,0.249,0.263
37,14,185.8,86.8,113.3,90.5,80.2,77.1,72.7,0.305,0.283
28,6,182.0,87.1,109.6,75.7,71.9,78.2,76.7,0.281,0.252
31,12,178.5,96.3,115.7,70.4,84.2,74.0,65.8,0.296,0.266
26,5,185.9,117.9,106.3,91.0,75.7,71.1,70.9,0.271,0.257
21,2,194.6,88.4,101.9,72.2,83.5,73.1,65.6,0.252,0.255
27,7,189.6,81.1,110.7,85.6,81.2,77.8,68.6,0.283,0.282
32,14,182.4,87.0,100.1,80.8,85.4,80.7,68.1,0.296,0.266
27,7,192.9,85.8,117.8,72.2,79.4,78.9,62.3,0.266,0.273
33,11,175.2,97.9,111.6,80.9,79.9,80.2,85.4,0.275,0.287
27,7,189.3,76.1,109.4,80.4,87.0,79.9,69.5,0.271,0.295
26,8,180.6,85.4,104.1,89.6,86.9,87.5,73.6,0.268,0.296
26,3,192.3,85.9,122.4,77.7,73.8,83.6,79.6,0.266,0.296
33,12,182.7,82.7,115.0,82.0,90.0,78.2,84.8,0.27,0.317
24,5,181.2,72.2,121.5,85.0,80.0,76.6,86.4,0.277,0.295
39,21,178.7,93.3,120.0,79.1,81.3,81.6,78.5,0.272,0.303
25,7,206.4,96.7,104.8,70.5,76.0,77.1,63.1,0.277,0.238
37,18,173.8,94.1,112.2,86.8,80.9,82.0,85.3,0.256,0.295
23,2,196.1,87.9,101.1,84.5,79.6,80.0,65.7,0.244,0.263
26,8,170.5,90.6,115.6,75.1,76.1,78.5,87.0,0.276,0.281
23,2,181.3,96.2,116.9,91.1,78.6,79.7,70.4,0.273,0.284
20,0,188.0,99.8,110.5,78.2,80.2,72.8,82.7,0.268,0.275
39,16,189.4,78.3,113.1,89.1,67.4,85.1,70.9,0.288,0.255
39,18,174.5,81.5,109.0,83.0,80.0,82.2,72.4,0.272,0.285
33,15,179.1,77.0,119.5,89.7,79.7,78.6,76.5,0.274,0.307
38,18,177.9,81.3,103.2,84.8,88.7,81.6,79.8,0.272,0.293
30,12,185.2,90.5,109.8,101.8,77.8,76.0,78.0,0.274,0.285
29,6,185.3,78.9,112.9,83.7,78.6,80.7,81.5,0.281,0.282
26,5,180.1,107.6,111.9,73.8,75.7,86.1,75.2,0.29,0.275
36,16,186.0,89.6,116.9,82.0,83.9,80.5,69.7,0.27,0.301
21,0,191.3,98.0,114.4,85.1,73.3,75.3,70.3,0.275,0.274
30,10,193.8,78.5,103.9,87.2,76.1,81.7,85.5,0.262,0.283
39,19,181.3,80.5,123.6,89.7,76.3,80.8,70.2,0.279,0.293
33,13,182.1,95.4,112.2,87.0,78.8,80.0,75.6,0.252,0.292
30,7,180.3,72.7,114.4,95.3,78.2,76.6,75.1,0.269,0.297
33,15,177.6,93.3,124.7,86.9,75.9,80.8,79.2,0.269,0.302
22,0,191.6,80.9,113.3,79.6,76.5,76.4,84.2,0.272,0.283
22,0,170.9,79.2,112.4,82.2,80.9,76.4,63.2,0.278,0.276
33,13,178.7,74.5,109.2,86.9,77.3,74.7,75.2,0.264,0.261
26,7,179.0,65.8,109.7,93.2,92.9,83.8,73.0,0.279,0.315
39,20,178.0,88.0,106.9,86.2,78.5,80.7,64.9,0.269,0.264
23,0,183.9,95.0,116.5,79.5,75.3,78.5,84.3,0.264,0.282
36,13,176.1,93.7,100.2,90.9,76.4,87.3,65.8,0.279,0.27
27,7,193.5,101.8,110.0,83.0,82.1,75.9,74.8,0.255,0.285
35,14,178.6,83.8,113.3,82.5,77.0,79.8,59.3,0.251,0.264
23,0,186.2,89.2,115.4,86.9,71.9,77.1,71.3,0.275,0.259
34,11,180.1,81.6,114.6,90.7,81.1,77.4,75.6,0.273,0.294
30,11,197.5,78.2,107.8,79.7,79.9,71.1,67.9,0.261,0.269
30,8,183.0,80.5,114.0,81.2,78.4,85.5,77.0,0.262,0.289
29,10,189.2,89.9,117.4,79.5,79.4,74.6,64.7,0.257,0.286
33,13,182.5,81.5,114.3,85.6,83.7,84.2,77.5,0.271,0.303
34,11,185.4,75.2,116.8,73.0,86.5,81.2,70.7,0.262,0.296
38,17,183.3,88.5,106.2,76.3,83.8,75.7,75.2,0.252,0.282
20,2,189.2,82.7,106.9,78.7,80.9,81.1,61.7,0.264,0.271
34,14,180.2,105.9,106.1,69.9,86.5,81.7,72.4,0.269,0.271
23,5,193.8,80.3,121.3,83.8,74.9,83.6,66.7,0.282,0.291
24,1,187.3,83.9,111.0,86.2,78.2,79.8,75.9,0.277,0.274
34,11,186.7,98.4,118.7,74.7,75.9,76.8,75.1,0.278,0.27
25,3,185.6,83.2,128.3,79.0,83.5,74.5,67.5,0.301,0.3
23,0,185.8,87.9,111.2,84.4,75.7,78.0,68.8,0.236,0.267
23,2,179.6,78.2,110.1,80.8,86.2,76.3,69.9,0.277,0.282
37,18,190.4,90.8,122.5,72.2,77.6,77.3,74.0,0.264,0.281
29,6,176.7,92.8,101.5,66.4,80.8,74.4,69.5,0.26,0.25
24,2,184.1,91.8,101.5,81.5,76.2,71.1,77.1,0.264,0.247
20,0,186.9,88.6,113.3,81.1,84.0,78.0,74.2,0.303,0.284
25,3,195.7,88.4,123.5,81.9,75.2,80.1,79.2,0.288,0.287
26,5,184.5,77.3,107.8,76.7,80.4,78.1,73.9,0.278,0.272
38,15,187.3,100.4,109.9,80.2,81.0,78.4,79.9,0.258,0.286
27,4,186.8,103.6,103.9,85.7,73.9,81.6,75.8,0.284,0.249
31,12,192.0,82.8,108.1,83.9,83.0,75.5,79.2,0.251,0.291
20,2,185.0,91.4,109.7,70.1,80.6,76.6,79.0,0.227,0.275
34,12,177.9,99.5,94.6,84.2,90.8,72.4,67.3,0.26,0.273
39,20,187.7,74.7,112.3,89.8,85.9,77.3,66.8,0.262,0.29
34,16,191.9,88.3,109.2,84.5,73.2,78.4,69.0,0.265,0.262
30,12,171.5,95.1,106.2,78.0,86.6,79.4,76.9,0.268,0.285
38,15,187.7,91.7,107.6,84.3,80.2,82.9,69.8,0.28,0.276
30,9,185.8,86.1,114.7,82.9,82.6,74.1,83.6,0.252,0.304
38,18,188.4,85.7,114.0,81.1,77.0,78.0,75.9,0.259,0.284
35,15,193.3,90.7,116.3,87.7,79.6,83.7,68.0,0.265,0.295
25,6,190.8,87.1,117.3,84.2,78.7,75.9,83.5,0.272,0.294
21,0,184.6,86.8,115.6,89.6,78.2,76.4,85.8,0.284,0.29
37,19,180.7,97.0,108.1,88.0,83.7,78.1,70.8,0.289,0.282
37,16,180.8,96.8,108.0,68.9,78.8,79.6,75.5,0.257,0.263
31,13,187.4,96.6,112.7,80.2,81.3,80.6,78.9,0.266,0.293
22,3,189.7,96.4,116.6,79.3,83.8,68.8,80.0,0.267,0.288
24,3,171.1,91.9,108.5,88.7,75.8,80.3,80.9,0.288,0.273
31,9,179.6,82.8,111.1,77.3,83.5,84.0,70.7,0.278,0.292
24,6,187.6,81.4,115.9,87.8,76.9,79.2,66.8,0.284,0.286
39,17,191.3,91.0,109.6,92.3,85.3,83.3,78.6,0.261,0.31
36,16,194.3,108.7,124.8,88.6,79.0,69.5,83.0,0.254,0.305
31,10,181.0,99.2,99.8,82.8,87.2,80.0,70.3,0.267,0.283
31,10,190.0,102.6,115.9,83.7,79.8,78.2,79.5,0.263,0.296
30,11,182.9,93.5,109.4,77.7,84.7,83.4,80.1,0.281,0.284
34,12,182.9,79.0,105.7,85.2,81.0,85.2,79.7,0.264,0.307
23,0,171.4,73.8,122.4,70.8,78.6,78.7,72.3,0.257,0.277
27,8,179.5,76.6,108.4,78.2,79.3,77.7,87.0,0.252,0.291
23,0,175.0,92.6,104.1,95.3,80.0,78.9,74.3,0.27,0.284
39,17,183.4,81.7,108.2,78.4,81.8,78.8,76.0,0.243,0.288
30,12,187.1,92.3,107.3,78.5,80.6,79.0,69.3,0.252,0.271
24,4,189.4,90.1,112.0,89.7,82.7,79.5,67.8,0.266,0.294
37,14,194.2,94.5,113.2,85.0,83.7,77.0,84.8,0.288,0.298
20,0,179.3,90.4,124.6,82.5,81.8,70.3,65.5,0.285,0.275
21,3,193.3,69.8,111.7,86.4,81.3,71.4,74.5,0.269,0.274
31,12,177.3,80.8,104.6,77.3,80.3,85.4,71.4,0.284,0.284
30,9,179.9,84.1,108.3,74.3,76.4,75.7,70.4,0.257,0.252
32,11,181.1,75.2,113.1,79.1,70.1,69.9,73.6,0.281,0.247
21,0,179.5,97.3,110.6,84.2,77.8,77.2,77.2,0.261,0.277
29,7,184.1,83.9,121.2,88.2,80.8,77.9,60.7,0.258,0.285
37,16,170.5,98.7,98.4,78.9,83.1,75.5,72.6,0.254,0.266
30,11,185.3,102.1,115.8,89.4,67.9,76.9,73.4,0.277,0.253
24,6,194.0,94.2,93.3,76.5,76.6,78.7,69.4,0.274,0.248
33,15,191.6,95.6,111.3,74.2,78.7,75.4,65.5,0.262,0.265
27,4,181.2,78.8,121.3,78.3,83.6,73.1,70.4,0.247,0.292
26,7,182.0,80.9,110.9,79.4,82.9,80.0,75.6,0.275,0.291
35,16,179.0,84.2,112.2,92.6,85.0,78.8,82.1,0.258,0.308
39,19,179.1,105.5,111.5,84.3,82.0,83.0,65.1,0.263,0.293
20,1,183.2,88.3,118.7,78.8,81.9,75.9,72.7,0.29,0.295
20,0,187.7,80.8,110.7,77.8,81.8,75.1,76.9,0.274,0.277
21,0,168.4,89.7,110.1,67.4,83.7,78.9,71.1,0.256,0.277
30,9,176.6,111.5,112.9,86.1,81.4,83.6,77.2,0.267,0.302
23,3,189.1,95.3,107.4,88.3,84.2,74.8,79.6,0.259,0.279
27,6,188.8,100.3,112.2,76.5,81.0,75.1,76.0,0.297,0.265
38,18,196.6,93.5,97.5,92.6,84.3,80.0,78.0,0.284,0.277
37,16,186.8,99.7,99.8,78.2,76.4,69.8,63.2,0.238,0.241
24,5,185.8,92.6,112.9,79.8,73.1,81.9,83.0,0.261,0.273
29,6,192.0,79.3,111.6,81.5,85.7,79.5,67.8,0.277,0.283
35,14,186.0,70.6,110.5,77.5,82.6,82.6,69.4,0.258,0.291
36,15,188.6,80.6,107.7,82.9,78.8,85.0,70.1,0.267,0.29
22,1,190.4,89.4,102.9,76.1,83.5,78.5,84.2,0.267,0.28
30,12,190.8,83.9,103.1,83.3,68.7,74.2,92.0,0.287,0.243
32,10,186.5,87.6,102.2,93.5,82.5,81.5,78.7,0.296,0.285
38,15,190.9,81.7,122.7,74.9,78.8,77.2,81.7,0.263,0.288
24,2,180.1,85.2,111.0,84.6,84.8,78.0,71.8,0.257,0.309
20,2,183.4,92.4,111.5,83.7,79.9,80.9,80.5,0.271,0.297
28,9,172.8,79.5,118.0,90.3,76.4,76.6,76.9,0.288,0.283
23,2,174.2,98.6,104.6,83.4,82.6,78.8,78.6,0.265,0.29
39,16,195.7,78.8,109.5,81.5,76.0,74.3,65.8,0.275,0.256
26,7,182.7,84.0,119.3,88.2,78.1,80.1,73.0,0.255,0.293
37,17,181.6,72.8,106.9,91.4,87.7,81.9,76.5,0.282,0.308
31,13,181.1,93.1,119.0,81.8,87.8,81.9,66.1,0.311,0.306
39,21,179.0,65.6,112.0,73.6,83.9,73.6,65.1,0.267,0.282
34,12,183.0,89.8,105.8,74.7,86.0,85.2,73.3,0.285,0.293
20,0,189.3,90.1,110.1,91.7,77.5,80.9,76.3,0.282,0.278
39,20,185.4,101.8,118.2,86.7,74.3,80.0,77.9,0.288,0.281
38,16,175.7,94.0,113.6,85.9,70.9,79.0,77.8,0.272,0.266
38,18,180.2,96.8,111.1,89.5,76.1,78.2,85.2,0.278,0.286
32,13,170.6,91.6,112.9,78.6,82.7,79.1,80.6,0.285,0.281
31,11,177.4,87.7,113.4,93.3,83.6,82.2,81.9,0.266,0.308
29,7,183.6,100.8,109.5,81.0,84.1,72.1,76.9,0.267,0.283
26,8,178.6,99.1,124.8,81.7,85.0,78.4,69.5,0.282,0.304
25,6,189.7,96.6,113.9,74.1,74.1,85.1,66.3,0.255,0.271
21,3,166.9,105.4,110.2,87.7,76.6,77.5,81.7,0.261,0.284
26,7,184.8,73.8,104.2,84.2,79.5,74.1,78.3,0.274,0.268
38,20,184.4,74.6,115.4,83.4,79.2,79.3,75.9,0.259,0.292
38,19,165.2,91.5,119.4,82.6,84.2,77.4,69.7,0.289,0.311
39,19,183.4,85.0,112.4,78.7,84.5,84.6,76.0,0.296,0.303
25,2,175.4,94.6,113.9,78.7,79.1,78.1,76.3,0.269,0.277
32,11,194.1,73.1,109.0,87.5,72.9,77.2,73.6,0.245,0.262
31,10,186.2,84.4,116.1,83.1,79.3,81.1,78.1,0.277,0.298
38,18,190.2,90.1,106.1,92.0,84.3,77.0,74.8,0.272,0.291
38,19,197.8,94.1,104.2,74.9,83.2,76.7,78.2,0.285,0.279
23,2,175.0,79.8,117.4,88.3,82.2,79.6,78.0,0.275,0.298
39,20,192.1,91.9,112.2,74.8,80.6,78.3,73.8,0.254,0.289
24,1,175.2,89.6,117.1,78.7,83.1,72.4,73.4,0.296,0.279
34,15,181.2,82.3,96.6,88.7,89.1,82.4,71.1,0.279,0.29
29,7,170.7,74.8,109.7,89.9,71.1,75.5,73.9,0.266,0.271
38,16,176.2,95.7,111.7,75.8,74.7,77.4,76.3,0.276,0.264
24,4,184.5,88.3,115.3,91.6,89.1,82.4,74.4,0.289,0.322
33,14,185.3,81.5,115.8,71.8,76.1,79.3,78.0,0.281,0.274
30,7,192.3,92.8,113.9,75.4,81.7,76.0,74.5,0.263,0.283
38,15,194.7,101.8,110.1,77.2,67.6,82.5,77.8,0.283,0.251
36,17,176.7,94.3,108.2,80.8,84.5,82.3,64.0,0.266,0.287
27,9,187.5,90.9,100.6,75.7,80.0,80.7,78.5,0.274,0.266
38,16,183.4,70.8,113.2,74.1,79.6,82.2,70.2,0.259,0.279
28,5,179.5,96.1,115.9,83.0,78.0,84.1,70.1,0.289,0.281
34,15,190.3,90.8,119.7,98.9,76.8,78.3,65.9,0.251,0.294
25,2,178.7,102.5,120.8,93.2,80.8,78.8,76.2,0.256,0.298
30,10,195.0,98.6,102.3,90.6,81.3,86.0,75.0,0.268,0.295
33,11,188.7,80.3,112.3,90.0,76.4,74.5,74.0,0.272,0.278
31,9,179.1,80.8,108.3,82.2,88.5,76.4,69.3,0.269,0.287
27,7,192.5,107.6,99.3,83.5,76.7,84.9,69.7,0.228,0.267
26,4,179.4,87.4,100.8,80.0,88.6,70.7,76.6,0.258,0.274
21,0,183.4,86.0,117.6,86.9,83.0,81.6,69.4,0.273,0.308
39,17,186.3,101.1,111.2,82.6,77.1,80.3,83.1,0.235,0.284
39,20,188.2,106.0,96.9,81.6,77.8,73.3,74.7,0.289,0.249
25,5,200.4,82.9,99.0,85.5,76.9,78.9,77.6,0.257,0.273
35,12,173.0,91.2,108.8,86.8,76.7,81.4,76.7,0.256,0.282
30,7,184.9,82.7,117.7,81.5,76.1,86.5,77.7,0.271,0.295
32,9,181.0,91.3,118.8,91.4,78.7,76.6,74.8,0.293,0.293
30,11,171.4,84.7,122.3,86.3,82.3,79.3,78.0,0.28,0.309
21,3,180.9,93.9,108.4,81.4,80.3,81.8,68.6,0.259,0.276
20,0,183.8,75.8,102.1,85.6,74.4,76.2,73.3,0.305,0.238
23,4,185.2,93.3,114.5,79.0,89.5,87.9,66.1,0.282,0.308
30,10,182.4,96.2,111.2,85.8,83.5,77.0,70.3,0.263,0.286
29,9,187.7,91.7,112.1,87.2,75.8,73.7,89.3,0.257,0.267
32,10,187.8,72.6,110.3,85.1,84.6,86.6,80.1,0.258,0.317
34,16,182.7,86.4,111.5,79.5,75.2,82.1,72.5,0.284,0.268
36,14,176.4,95.3,104.9,90.4,80.9,77.4,74.1,0.249,0.28
35,13,179.2,87.2,117.5,78.8,80.7,81.0,78.6,0.242,0.301
36,13,187.2,107.6,116.5,85.6,83.6,73.6,75.8,0.295,0.295
30,8,192.5,78.0,119.2,80.7,85.5,78.7,72.9,0.26,0.306
21,1,179.4,84.0,106.2,75.0,83.0,80.8,76.5,0.247,0.274
28,8,184.4,67.2,113.4,82.8,82.9,75.6,72.1,0.274,0.284
33,12,193.4,73.5,111.9,73.9,77.4,87.3,73.9,0.264,0.285
27,7,185.6,80.6,105.6,81.5,75.4,86.6,77.3,0.29,0.261
22,0,182.6,85.0,113.2,74.7,83.0,76.3,87.6,0.259,0.306
34,14,181.9,100.6,109.6,85.2,76.3,85.4,79.5,0.264,0.277
22,1,190.1,85.4,111.0,83.0,82.7,73.1,68.1,0.247,0.281
33,13,196.5,68.4,105.9,75.1,75.4,81.6,78.0,0.264,0.259
38,17,184.5,91.2,123.0,65.6,86.5,74.5,68.3,0.266,0.287
29,8,197.0,94.8,118.3,76.3,78.6,75.9,82.9,0.281,0.29
