"horas_estudio","tiempo_lectura","horas_sueno","uso_redes","motivacion","asistencia","nivel_socioeconomico","apoyo_familiar","estres","rendimiento_academico"
5,3,8,2,1,88,2,10,2,76.25
8,8,4,6,2,76,4,3,5,77.56
8,8,4,2,8,72,1,7,2,85.75
7,8,4,6,3,80,3,3,6,81.2
6,6,6,5,3,63,2,1,1,77.74
8,7,8,4,9,83,5,9,3,91.43
9,7,5,3,9,93,2,5,6,89.26
1,3,4,6,10,90,5,9,5,85.26
2,1,9,3,7,68,1,9,1,78.99
6,6,6,6,9,72,1,3,4,87.25
7,6,5,2,5,89,1,10,10,86.15
5,5,8,6,5,77,3,7,4,83.32
10,9,9,3,6,96,4,6,1,83.63
1,1,6,6,9,76,5,5,10,86.06
7,7,9,8,1,62,3,1,5,76.5
4,5,8,8,1,68,1,8,3,78.39
9,9,8,4,5,74,5,8,8,85.07
7,6,4,5,2,69,5,9,2,79.5
8,7,6,3,10,98,3,10,6,93.38
2,1,4,6,9,93,1,10,4,84.07
6,5,4,2,3,82,2,2,6,76.97
4,4,6,7,8,94,1,3,6,85.74
4,4,7,7,5,75,3,9,5,83.73
2,1,7,7,6,98,2,8,9,84.94
8,8,7,4,1,99,1,6,7,76.44
8,7,9,6,2,89,3,1,4,75.74
9,9,6,4,5,92,3,5,1,81.89
7,8,8,2,9,67,4,9,4,89.34
2,2,6,2,3,81,2,9,10,80.55
3,5,6,4,2,80,5,7,8,80.04
1,1,8,8,8,95,3,2,6,82.12
5,6,5,2,10,69,4,8,4,89.31
1,1,9,1,7,91,1,1,8,77.35
9,9,8,1,8,83,1,2,4,84.16
3,2,9,3,8,88,1,5,8,83.08
10,8,9,4,10,91,2,5,9,93.23
1,3,6,1,3,71,3,2,1,73.42
9,9,4,1,5,92,3,5,2,80.64
7,6,8,5,6,98,1,4,5,82.9
1,1,4,8,3,75,4,5,5,78.65
6,7,7,6,8,82,1,4,3,86.04
9,9,8,7,8,69,2,9,5,89.74
8,8,6,7,10,88,3,10,2,94.78
3,3,4,2,4,86,2,10,7,80.73
8,8,9,2,6,70,2,8,9,85.07
6,5,4,5,7,72,3,2,6,84.72
7,6,7,7,10,60,4,5,9,95.09
6,6,8,4,10,63,2,2,5,87.25
8,6,7,7,3,84,1,10,1,80.84
5,5,9,2,10,74,2,6,2,86.61
2,3,6,2,9,76,4,4,5,81.56
5,6,7,5,2,65,5,4,8,80.54
7,7,5,3,6,65,3,7,6,83.73
9,9,4,3,5,62,5,1,3,79.97
10,10,4,6,10,79,4,8,8,96.42
9,10,4,8,6,64,3,9,6,88.27
1,1,4,1,2,98,3,8,8,77.57
4,4,8,2,1,66,5,2,6,74.79
9,8,8,5,3,88,2,10,1,78.88
9,8,6,1,9,93,5,6,1,90.4
8,8,7,8,2,68,1,8,10,83.11
8,9,8,1,9,94,4,3,5,89.15
3,2,8,8,6,88,1,4,10,86.7
3,3,9,8,5,78,4,7,5,84.2
2,2,5,4,2,96,1,10,6,77.17
2,2,8,7,7,86,4,7,8,85.56
8,8,5,2,7,62,1,1,2,81.76
7,7,4,8,2,80,1,6,5,80.39
4,4,6,2,3,62,5,10,3,80.16
9,10,6,8,7,89,5,1,2,88.91
2,6,5,8,1,85,2,9,1,79.34
4,5,7,5,7,60,2,6,9,85.64
5,6,5,2,2,97,3,4,10,81.28
3,3,8,1,10,75,1,4,4,83.43
4,4,5,3,8,67,3,4,2,82.87
10,9,4,2,8,67,5,9,6,89.39
9,9,4,4,3,66,4,8,9,81.5
10,8,4,4,6,81,1,7,8,84.47
8,8,4,2,3,85,2,10,2,79.2
2,2,9,4,6,90,1,8,6,79.4
7,6,9,5,6,65,1,10,2,83.91
6,5,5,4,9,93,2,10,3,89.51
8,10,7,2,10,66,4,8,2,91.53
3,2,6,2,3,81,3,2,2,75.73
5,3,9,5,2,74,3,4,7,77.88
6,6,5,1,8,70,3,1,5,84.47
7,7,6,3,3,89,2,5,10,82.4
4,3,8,8,8,94,4,8,10,93.12
2,2,7,4,8,83,3,8,4,81.76
5,5,9,2,1,88,4,3,9,78.27
6,5,9,6,3,75,4,4,10,83.61
9,9,4,8,5,75,4,4,9,87.9
5,5,5,4,6,62,1,9,3,82.6
1,1,9,4,10,73,1,2,9,80.26
6,7,4,1,5,81,4,3,1,80.74
8,8,8,6,2,96,2,2,6,77.72
3,3,7,7,4,68,2,10,7,82.64
7,7,7,7,1,60,2,6,6,77.31
10,10,4,8,3,69,3,3,8,80.89
9,10,4,3,8,62,4,2,1,86.49
7,8,7,3,10,86,2,2,3,88.28
5,5,5,3,9,70,3,5,7,86.86
7,9,5,5,4,70,2,4,5,79.87
4,4,5,7,6,96,4,7,1,86.09
8,8,6,4,1,65,3,1,6,73
10,10,7,2,4,71,4,10,4,79.56
10,10,4,3,4,75,4,6,3,79.1
9,9,5,6,8,89,2,7,10,93.33
6,7,9,3,4,68,3,5,1,79.25
2,2,8,4,1,91,4,10,6,77.33
9,10,9,2,10,87,2,2,9,92.27
9,10,8,7,4,84,4,10,3,84.15
2,1,8,7,4,75,2,4,10,81.86
1,1,7,8,10,87,5,7,1,86.25
1,1,4,7,1,61,4,10,5,77.44
2,2,5,3,6,99,5,8,10,85.67
3,5,9,8,5,89,4,5,1,83.25
8,9,6,4,7,80,5,2,4,85.19
2,1,7,6,6,93,1,9,8,82.99
2,1,8,4,6,61,2,10,10,83.17
9,8,8,1,8,66,4,4,10,90.54
2,1,6,4,9,70,3,4,6,81.14
10,10,4,8,6,99,3,2,4,86.08
9,9,8,7,2,60,5,6,7,80.17
9,10,7,3,7,76,1,7,10,89.19
1,3,8,6,9,89,1,6,7,81.85
4,4,6,8,9,96,1,4,3,87.9
8,9,9,5,9,93,2,6,9,92.3
9,9,9,6,9,82,3,1,9,91.27
10,10,9,6,2,94,2,3,7,75.84
1,2,8,1,9,84,5,9,4,81.14
1,1,4,1,2,88,3,8,9,77.88
3,4,5,5,6,98,2,10,3,83.37
7,7,8,3,4,78,3,7,8,81.95
10,10,6,8,2,90,1,10,10,82.69
5,5,5,7,2,62,4,7,8,82.23
9,10,5,7,9,80,3,5,5,92.24
9,8,8,7,5,90,2,4,9,86.05
4,4,6,2,8,74,3,4,7,84.23
1,1,4,8,8,87,5,7,9,86.47
5,7,5,8,1,81,4,10,8,83.56
9,9,7,2,7,99,5,5,8,87.89
7,6,8,5,4,76,4,9,2,82.53
8,7,7,8,1,90,1,5,7,78.72
4,3,4,5,7,63,2,9,9,86.45
5,4,5,7,2,85,1,3,2,77.97
5,6,8,3,9,79,1,1,4,83.8
9,9,6,5,7,72,3,3,7,86.38
8,7,9,4,2,60,5,6,9,79.55
3,3,9,3,9,84,2,1,1,81.28
9,9,4,8,2,60,2,4,3,77.27
3,2,5,1,1,72,2,9,3,74.9
4,4,7,8,5,88,3,1,9,86.06
9,7,6,2,9,85,2,2,2,87.09
1,1,5,4,5,91,4,1,7,76.98
7,7,7,2,4,86,3,6,2,80.32
5,4,8,7,6,75,4,8,6,86.99
10,9,9,7,4,65,2,6,8,82.21
9,9,9,6,9,92,3,5,10,94.79
3,4,7,6,10,76,1,7,1,86.17
5,5,4,8,4,89,4,7,4,85.44
8,9,8,6,5,90,2,8,10,88.11
5,4,9,7,1,83,4,9,1,79.84
2,3,6,5,8,83,3,5,6,82.26
3,3,7,8,2,72,4,1,3,78.65
7,7,6,3,10,61,2,1,5,86.38
4,4,6,1,6,74,3,1,7,81.37
10,10,7,7,3,80,3,10,2,80.82
5,6,4,7,4,62,2,2,5,80.49
4,5,9,4,4,65,3,5,10,83.13
2,1,8,3,4,94,3,8,6,78.31
5,5,4,6,8,66,3,6,6,87.3
1,1,8,7,8,75,2,6,2,80.4
3,5,5,7,4,74,3,1,5,79.72
5,3,6,4,3,94,1,9,5,79.53
4,3,8,3,3,83,5,9,5,80.55
4,4,9,3,9,64,5,4,3,84.53
9,10,9,4,4,68,4,6,1,80.13
4,5,7,8,10,96,4,7,10,95.25
2,4,6,5,5,63,1,8,7,80.26
2,2,9,1,8,86,2,10,3,81.14
3,4,7,6,10,83,1,3,6,85.89
10,10,4,2,4,99,3,6,10,83.89
10,10,7,3,10,99,4,2,8,92.74
9,9,9,3,9,89,1,9,2,88.75
9,8,9,3,6,60,3,10,9,86.29
6,8,5,1,5,98,3,6,5,83
1,1,9,7,1,76,2,2,6,74.53
10,10,8,5,9,87,2,9,1,91.3
3,4,4,4,8,76,4,6,7,85.26
3,3,9,6,1,97,4,8,10,81.78
2,3,4,3,4,67,4,8,9,80.23
7,7,9,6,10,92,4,3,7,92.11
3,3,5,7,10,65,2,7,1,87.2
3,3,4,2,5,91,5,4,6,80.39
1,2,6,1,10,78,5,4,4,80.8
8,9,9,8,9,75,5,7,5,93.24
4,4,5,1,9,64,5,9,6,87.64
7,7,6,5,6,83,1,10,4,84.58
5,5,4,2,8,99,5,8,7,89.08
5,5,6,2,5,100,5,2,3,81.31
4,4,4,1,3,69,5,7,5,78.92
4,3,9,6,4,84,2,3,9,81.52
3,3,6,7,9,74,1,3,3,83.98
1,1,4,2,4,75,1,6,3,74.02
6,6,4,6,7,65,1,2,2,83.6
8,7,8,8,9,67,5,3,6,92.62
9,10,8,8,7,84,2,4,3,87.68
1,1,8,1,6,61,5,9,6,77.67
10,9,9,3,1,69,4,9,3,72.81
2,2,7,6,10,98,1,2,8,84.72
4,4,4,8,8,70,5,7,4,88.44
6,6,4,6,1,65,5,8,6,78.61
8,7,4,2,6,66,1,1,7,80.85
7,7,5,2,8,65,5,10,7,89.94
7,7,5,3,6,78,3,1,9,85.19
7,5,9,2,8,80,1,10,9,89.57
1,2,5,8,3,75,4,2,4,77.1
6,5,7,3,10,83,3,1,1,87.73
10,10,9,8,10,77,5,3,10,98.99
4,2,8,7,9,83,3,7,6,89.11
2,2,8,5,9,91,3,6,6,84.22
9,8,4,7,10,91,5,6,6,95.01
4,5,7,1,9,90,4,3,3,85.43
7,8,4,4,3,92,5,10,2,81.98
2,3,7,3,5,80,4,9,4,80.02
8,7,8,3,10,69,2,10,2,90.66
3,4,5,5,1,69,3,6,10,80.14
7,8,4,8,1,68,2,3,2,77.27
2,5,5,4,9,84,1,10,4,83.48
5,3,4,3,4,67,1,9,7,80.32
3,1,8,7,8,68,4,6,1,84.76
7,8,9,5,10,85,3,2,5,89.91
4,3,9,5,3,63,1,10,7,79.53
6,4,4,7,10,79,4,5,4,91.72
4,3,6,8,5,81,4,10,7,86.87
5,5,4,2,10,66,5,7,3,88.5
4,5,8,5,8,82,2,5,3,83.83
8,9,7,4,5,74,1,7,10,85.85
5,4,7,7,3,77,4,3,2,80.15
8,10,6,4,10,75,3,9,8,94.92
5,5,7,5,2,98,4,8,7,81.3
2,1,4,4,6,70,4,7,5,80.17
5,4,9,3,10,91,2,6,6,87.57
4,5,9,5,1,74,5,5,8,78.66
5,6,9,6,2,67,4,10,7,81.16
4,2,7,5,2,96,5,3,5,78.27
8,8,6,3,7,63,3,6,3,84.85
5,6,7,8,1,82,5,1,3,78.84
3,2,8,3,8,96,2,3,6,81.87
3,3,4,1,3,76,2,5,1,76.15
7,7,5,7,8,83,2,1,10,90.57
1,2,8,5,2,77,4,9,7,77.02
3,1,5,6,9,71,1,10,3,85.57
2,2,7,3,10,98,1,5,10,85.73
5,6,4,7,2,63,1,5,10,82.07
8,8,4,7,5,88,2,7,1,85.11
10,9,4,5,9,90,2,2,2,87.82
8,8,6,4,1,64,5,7,5,76.26
8,9,9,2,7,93,3,1,6,84.28
2,1,6,3,2,75,5,7,9,78.93
4,3,9,7,8,89,3,7,3,87.06
2,3,6,4,6,74,5,3,2,79.14
8,9,5,1,7,91,1,2,5,83.25
2,2,4,7,2,67,3,10,9,82.32
3,5,4,2,10,60,3,1,10,86.67
6,7,7,6,1,69,5,6,9,81.04
5,4,9,8,2,63,4,4,9,82.39
7,7,6,1,1,89,3,9,4,76.57
3,2,4,2,4,97,1,8,6,78.91
10,10,9,8,7,75,2,6,8,89.39
8,9,7,4,10,91,4,3,9,94.04
6,8,9,4,5,77,1,4,10,84.48
8,9,6,5,3,77,2,2,7,79.06
4,4,6,4,2,64,5,5,6,78.38
6,7,8,3,4,85,2,4,5,79.37
5,6,4,5,5,96,1,8,3,82.48
4,4,8,4,7,94,5,6,2,84.7
3,1,9,6,5,76,2,2,4,78.46
4,6,9,2,2,88,5,9,3,78.1
10,9,6,7,5,95,1,3,2,82.17
6,6,4,8,6,84,5,8,2,89.38
3,3,9,1,10,85,5,10,5,87.6
8,6,4,6,7,70,5,3,6,87.57
4,4,7,6,10,75,5,3,2,88.61
2,5,4,5,9,82,3,9,3,84.07
10,10,5,7,8,70,5,9,10,95.67
7,7,5,1,10,73,2,3,10,92.47
4,5,6,2,2,61,4,2,6,75.99
1,1,5,8,6,60,2,6,4,79.62
2,3,4,5,3,75,1,5,3,75.34
6,6,8,2,3,69,2,6,8,79.54
1,1,5,2,5,81,5,7,2,77.85
10,10,6,2,5,71,3,9,8,83.32
2,1,8,7,6,78,4,8,2,82.41
7,9,5,4,4,61,1,6,1,80.18
10,9,5,5,9,97,3,10,4,91.63
2,1,9,8,2,73,4,5,1,77.87
8,9,5,6,5,97,1,7,5,84.03
8,8,9,8,9,85,5,7,1,93.7
4,4,9,8,4,100,3,6,8,84.61
7,9,8,7,3,71,5,7,6,83.29
8,9,7,4,1,68,1,9,3,74.03
3,4,4,2,5,95,4,6,2,79.72
3,1,8,8,1,96,3,4,3,77.48
5,5,9,1,1,75,1,1,3,72.09
6,6,9,4,7,90,3,10,4,86.3
6,4,4,7,4,62,2,9,5,82.75
3,2,6,2,7,97,3,10,8,84.85
7,8,6,7,6,84,4,10,10,92.53
9,9,7,7,8,86,3,10,4,91.73
4,3,7,4,4,63,3,8,6,80.52
5,4,9,8,2,62,4,7,7,81.65
9,9,9,6,4,100,5,4,5,81.83
1,2,4,4,2,77,1,5,8,74.54
8,9,8,1,4,78,1,4,9,81.07
5,6,4,7,7,100,1,10,8,89.66
7,5,9,3,6,79,2,5,5,82.11
7,8,5,1,3,79,4,3,9,81.99
6,7,6,8,6,82,1,9,5,87.36
5,7,8,4,9,62,3,4,2,85.59
5,6,4,2,1,96,3,6,10,80.28
10,10,4,4,5,78,4,2,5,80.37
7,8,9,1,7,75,3,6,10,89.08
1,1,7,2,5,99,2,6,1,75.42
1,1,8,7,5,94,5,2,5,78.98
6,6,4,2,1,67,3,7,8,77.87
7,7,5,6,8,97,1,4,5,87.84
5,5,8,5,3,74,5,2,5,79.1
5,5,7,1,7,60,5,5,8,86.09
3,4,8,7,6,60,2,8,1,83.37
9,9,8,6,9,97,1,2,7,89.87
7,7,7,4,6,69,4,8,6,85.4
3,4,5,7,4,86,2,9,6,82.42
7,6,6,7,4,80,1,7,3,82.82
6,6,5,3,4,82,1,1,4,77.11
5,6,6,8,6,82,1,6,8,87.51
8,8,7,3,1,83,4,6,6,75.84
10,10,5,5,10,93,1,10,5,93.24
7,7,5,2,5,91,4,10,4,84.34
8,7,4,5,3,92,1,6,2,78.54
3,1,7,4,9,94,5,7,8,87.68
1,3,8,6,4,78,4,6,5,78.28
9,8,7,3,9,77,5,2,4,88.24
10,10,7,2,3,89,1,8,10,80.76
1,1,6,3,3,93,1,8,9,77.61
1,1,4,8,6,81,5,1,4,80.37
10,10,5,8,2,82,2,3,5,77.86
9,9,4,7,10,61,2,2,3,91.15
9,9,7,6,5,64,1,9,6,83.51
2,2,4,6,8,64,5,6,4,83.47
2,2,9,3,4,80,4,6,6,77.73
3,1,5,8,7,74,2,3,5,83.64
10,9,6,3,10,83,5,6,5,92.38
2,1,9,8,7,81,3,3,6,82.89
1,1,4,7,3,87,2,5,8,79
2,2,7,3,1,82,2,1,3,72.09
4,4,8,1,8,91,2,6,7,85.11
3,4,9,6,9,95,5,2,8,87.59
7,8,7,8,8,78,2,6,4,90.14
9,8,8,1,8,87,2,9,2,87.29
4,5,7,2,9,98,3,7,5,86.22
5,4,9,8,7,60,3,7,5,86.93
10,10,6,1,8,90,3,5,10,90.73
4,2,5,1,3,75,2,6,4,76.47
2,3,8,4,2,93,3,5,10,79.35
5,4,9,6,6,99,5,7,8,87.98
2,2,5,1,6,81,2,1,7,78.72
6,6,6,1,7,90,2,5,1,84.46
6,5,6,3,3,71,2,4,2,76.49
3,3,9,6,9,92,4,8,1,86.92
10,10,9,1,1,74,5,5,7,73.78
9,7,7,6,4,94,4,7,5,82.73
6,7,9,8,1,61,1,4,3,76.21
9,10,8,8,7,99,5,6,6,91.85
10,9,9,4,10,64,3,7,6,91.27
6,6,5,7,1,70,3,5,10,82.03
7,7,7,5,10,100,4,9,7,94.54
8,8,6,4,1,92,3,9,2,76.34
4,4,8,5,5,75,4,4,5,81.57
2,1,7,3,1,67,2,5,6,73.19
2,1,5,2,1,74,2,9,3,73.92
4,5,7,1,8,71,2,5,3,81.91
9,9,5,3,2,60,5,9,10,80.6
8,8,5,3,4,81,1,3,8,80.24
4,3,5,2,3,82,5,4,5,78.01
8,6,7,7,6,82,1,8,8,87.52
1,3,5,3,5,99,1,9,8,79.6
4,4,5,8,7,93,4,9,10,92.64
7,7,4,5,10,88,4,10,4,93.43
2,1,5,3,1,84,3,4,10,76.71
10,10,5,8,8,83,4,4,1,91.19
9,7,9,6,3,69,3,9,10,83.15
8,9,6,1,5,62,1,9,4,81.11
8,7,7,2,7,92,3,5,5,85.29
6,6,5,7,4,78,3,8,4,83.64
7,9,4,5,2,64,3,9,4,78.77
10,9,4,4,1,66,4,5,5,72.92
8,8,6,5,2,91,3,8,4,78.37
10,9,9,4,8,92,2,8,3,87.12
7,9,9,5,7,85,3,7,2,86.71
10,10,8,7,9,96,1,6,5,90.15
5,4,9,8,9,84,5,3,1,90.34
3,2,8,4,8,68,2,6,10,86.14
5,6,9,3,8,78,2,8,3,85.16
3,2,4,2,2,65,3,2,10,77.69
7,7,7,3,9,74,1,8,9,90.75
2,2,4,1,4,68,4,7,10,81.36
6,8,6,8,10,76,5,6,5,93.91
9,8,6,5,5,74,5,2,9,84.7
2,2,9,4,9,73,5,3,2,81.38
10,10,7,5,4,68,1,8,3,78.96
9,8,8,4,8,82,1,8,3,86.51
5,5,8,2,2,83,3,3,3,75.78
5,3,7,6,7,74,4,3,2,84.85
10,9,5,4,3,97,2,1,1,75.36
4,4,8,3,7,82,1,7,8,84.17
9,7,4,8,2,72,4,2,9,81.19
8,6,5,1,2,100,4,2,3,75.73
3,4,6,1,8,76,1,10,9,85.76
5,5,9,3,6,64,5,6,1,82.72
9,10,5,7,9,91,4,6,5,93.22
6,5,5,7,8,75,3,2,5,87.37
3,2,7,8,4,94,2,5,10,85.65
10,10,5,1,1,81,2,2,10,74.42
9,9,9,5,10,70,4,1,9,92.74
3,5,4,2,3,88,2,10,7,80.11
9,9,5,2,8,98,4,1,5,86.6
5,4,7,1,10,100,2,1,9,88.98
5,4,6,5,6,60,2,4,4,82.09
9,10,4,6,6,80,4,5,4,85.99
2,2,7,5,6,82,2,3,5,78.67
6,9,8,7,6,90,1,10,3,86.98
5,4,5,7,2,64,2,4,3,78.37
4,5,8,7,10,69,3,9,10,93.79
10,10,7,6,4,64,4,4,9,82.17
10,10,6,7,3,88,4,4,6,80.61
1,1,5,6,6,84,5,1,3,78.41
7,6,8,8,5,75,4,3,5,84.32
2,2,4,2,7,72,3,7,7,82.06
6,7,5,5,2,66,2,3,4,76.84
6,7,6,2,7,87,2,4,5,83.71
8,8,9,4,5,67,3,3,9,83.77
7,9,9,3,10,77,5,5,2,90.66
1,1,5,8,2,89,4,2,9,79.89
5,7,6,4,4,86,1,1,5,78.76
5,6,7,4,2,84,1,9,9,80.16
1,3,9,8,2,64,2,5,8,78.16
9,10,5,1,3,64,4,1,3,76.41
10,9,8,7,1,80,2,8,4,75.14
8,8,9,6,3,89,1,8,10,83.84
9,9,8,2,2,91,2,5,1,75.36
4,5,4,3,4,67,1,10,7,81
9,8,4,8,3,88,3,7,7,82.47
1,1,4,5,9,92,4,10,9,85.81
2,1,9,7,1,95,4,8,9,80.29
8,8,5,7,3,60,2,9,10,85.63
10,10,9,1,9,92,1,5,4,87.66
2,2,6,6,3,74,3,3,9,79.24
4,4,5,4,2,82,4,4,3,77.5
4,4,8,2,9,75,4,1,7,84.88
1,1,8,5,6,92,5,3,1,78
6,6,8,3,10,99,1,9,8,92.25
6,5,4,5,1,69,2,3,9,78.31
4,4,5,4,2,83,2,7,6,77.88
6,5,4,8,3,73,4,6,6,83.67
4,6,9,6,1,73,2,2,5,75.28
2,3,7,7,5,84,1,8,7,81.56
10,10,9,8,5,97,1,7,7,84.81
2,3,5,6,6,78,2,10,7,83.22
9,8,8,2,4,77,4,5,10,82.88
10,10,5,5,3,84,3,7,8,80.81
5,5,8,6,6,78,4,6,6,84.85
6,6,5,7,2,89,2,6,5,80.54
4,2,9,6,5,70,2,5,10,84.61
7,8,4,3,3,73,5,4,4,79.13
6,4,5,7,6,96,1,3,10,88.3
2,2,4,3,5,63,5,4,4,77.84
9,9,8,2,2,85,1,2,2,72.74
6,5,8,3,10,90,5,5,4,89.64
4,4,4,3,3,100,5,4,4,79.08
4,4,8,5,5,76,3,4,10,84.34
7,8,4,7,5,99,5,8,1,86.69
4,5,6,7,10,79,2,7,6,90.11
10,10,9,3,10,73,1,10,10,94.19
1,1,5,5,1,82,1,2,10,75.45
1,1,4,5,3,62,5,4,7,76.58
8,7,4,2,5,73,3,5,2,80.55
8,10,6,2,3,64,1,4,6,77.16
4,4,9,5,8,79,4,2,1,83.6
3,4,9,2,10,97,5,6,4,86.12
10,9,5,7,4,78,1,1,2,78.11
4,4,9,8,8,87,3,6,8,89.38
3,3,6,6,10,94,3,3,10,90.05
3,3,6,2,7,93,1,5,3,80.51
4,4,7,5,6,66,5,1,2,81.4
9,9,5,7,1,60,5,10,1,78.48
7,7,4,5,5,73,2,10,6,84.38
1,1,9,3,6,93,5,3,8,78.29
6,5,5,4,6,80,5,2,2,83.33
6,7,4,5,1,70,1,4,7,76.07
5,4,6,7,1,76,1,2,6,76.6
3,4,7,6,10,82,4,1,8,87.53
8,8,8,5,10,98,1,9,7,92.79
1,1,7,3,5,94,1,6,1,75.48
9,9,6,2,4,96,2,1,8,79.73
10,9,9,6,5,66,3,6,6,81.97
9,10,8,1,1,96,3,10,1,75.92
3,4,9,1,1,60,2,2,1,71.63
5,5,4,2,8,93,5,7,1,86.76
5,7,5,8,8,79,4,6,10,94.14
2,1,6,1,3,82,4,3,4,75.28
4,4,7,5,9,83,5,5,7,88.16
1,1,8,4,10,93,1,6,1,79.83
9,9,5,4,6,63,3,8,8,85.64
8,8,7,2,2,96,3,5,3,75.94
1,1,9,2,4,85,5,7,1,76.61
2,2,5,7,2,61,2,6,9,80.04
9,10,9,1,10,83,5,6,6,92.83
9,9,6,7,9,87,4,4,4,92.17
3,2,4,3,7,71,4,3,5,80.7
5,6,5,7,10,95,3,8,7,93.48
9,8,8,5,1,77,5,4,6,75.24
7,8,6,5,9,67,4,7,4,90.58
2,2,6,3,3,65,1,2,6,73.97
6,5,7,4,9,99,1,5,3,87.08
9,10,9,6,10,94,1,4,8,93.88
10,10,8,5,6,75,3,3,5,82.91
6,6,6,5,8,83,5,8,4,88.77
9,10,4,1,4,61,3,4,6,79.21
10,8,8,8,5,75,5,9,7,86.59
3,4,6,3,3,81,1,9,10,81.18
3,3,9,5,10,81,1,5,3,83.57
2,1,5,2,1,84,2,9,8,76.17
9,9,5,4,2,61,1,3,2,73.31
8,6,7,5,5,62,3,7,7,83.44
1,1,7,1,5,75,2,8,6,77.4
7,8,4,1,3,74,5,2,1,78.45
4,2,4,3,10,90,3,9,4,88.07
3,3,7,1,8,69,4,4,3,81.39
7,5,7,6,4,77,5,8,10,87.22
1,1,6,7,2,97,5,2,5,76.4
5,5,4,2,2,81,4,10,1,79.29
7,6,8,8,8,61,2,3,5,88.54
6,5,9,1,7,91,1,6,4,82.87
6,6,6,4,4,77,4,9,1,82.22
6,6,9,4,3,71,1,9,5,78.17
1,1,5,8,2,83,5,8,3,79.09
6,7,8,5,5,70,2,3,8,82.62
5,5,7,4,3,74,5,6,8,82.4
5,4,8,4,6,60,4,10,9,87.08
3,3,6,3,9,91,2,8,7,85.59
5,4,7,6,3,95,3,10,8,84.31
4,5,9,8,7,65,2,4,2,84.95
1,1,5,6,8,80,3,3,3,79.64
7,6,7,2,4,78,1,8,1,79.07
8,7,7,6,5,71,5,9,10,88.75
9,9,8,7,4,85,5,3,4,82.1
7,6,9,7,5,92,4,1,2,83.44
2,2,7,3,2,90,2,7,5,75.93
2,2,6,7,4,86,3,10,9,84.37
8,9,7,6,9,97,4,1,4,90.02
3,4,8,2,9,71,1,6,3,81.89
5,6,7,3,2,80,3,2,2,75.55
6,6,8,4,9,77,4,7,3,88.71
3,4,7,8,8,66,2,1,5,83.66
7,6,5,8,2,88,3,1,10,83.4
9,8,4,4,2,86,2,9,8,78.68
4,5,8,5,2,82,2,3,4,76.46
5,5,4,2,4,60,5,10,7,82.45
5,4,7,6,9,99,3,4,8,89.91
10,10,8,5,6,74,3,6,1,84.11
6,8,9,7,7,72,4,9,7,89.97
10,10,5,3,2,65,5,5,5,75.09
5,7,9,1,4,98,1,10,6,80.65
1,1,6,6,6,98,2,9,6,80.79
10,10,9,6,7,89,1,1,7,85.21
4,4,4,8,7,76,4,9,2,88.18
7,6,9,1,9,60,5,1,6,87.4
1,1,8,6,7,69,1,1,3,76.59
8,6,4,6,7,67,1,1,6,84
10,10,7,3,3,97,2,3,3,74.97
4,5,7,5,2,90,5,10,7,81.68
10,10,5,3,1,92,1,3,10,75.04
8,9,8,3,4,76,4,10,1,82.2
6,6,9,2,7,79,1,8,6,84.89
5,4,6,5,3,65,2,3,10,81.06
9,9,9,7,5,74,1,1,9,83.78
6,4,4,7,10,79,2,8,7,92.72
10,10,4,1,10,84,3,1,7,90.51
5,7,6,4,7,82,4,10,10,90.84
2,2,9,3,4,85,3,7,4,77.04
3,4,8,5,8,87,5,4,8,86.36
5,5,4,1,7,84,4,5,8,86.13
3,4,9,1,1,100,1,8,4,74.97
7,7,7,7,8,78,5,4,6,89.98
10,9,9,2,4,85,1,1,10,79.63
4,4,9,6,10,87,1,8,2,88.08
7,6,6,4,5,84,5,10,9,88.64
9,8,9,4,10,68,4,3,6,91.26
10,10,4,6,2,76,1,1,6,74.78
7,6,5,8,9,99,5,3,5,93.53
9,10,7,6,7,76,5,7,5,88.67
3,2,4,8,4,88,5,8,4,83.95
3,3,7,3,8,63,1,1,7,80.26
2,3,4,1,4,70,5,7,2,77.99
1,1,6,7,6,67,1,7,10,82.6
9,8,8,2,2,85,5,9,8,78.96
1,1,8,6,7,79,2,7,4,78.56
2,1,5,1,3,84,3,8,1,77.17
4,5,8,3,1,70,5,5,4,75.4
3,4,6,3,5,99,2,1,3,78.21
8,8,9,2,2,91,1,5,4,74.85
8,9,6,1,10,75,2,3,6,90.02
2,2,6,3,2,78,3,6,2,74.42
5,4,4,3,1,67,5,3,2,75.65
2,2,9,1,3,75,2,1,6,73.9
9,10,6,4,7,69,4,3,6,86.54
2,2,5,5,4,76,5,5,7,79.59
8,7,4,1,5,78,3,5,9,83.89
10,10,5,7,4,93,1,3,3,79.77
10,10,7,7,7,97,4,6,9,91.74
10,10,8,6,7,71,1,1,2,83.66
5,6,5,3,8,60,3,7,4,85.58
10,10,9,2,5,67,1,4,7,79.29
1,1,7,4,5,60,2,8,2,75.6
2,3,9,8,4,65,2,2,5,78.38
9,8,6,4,10,90,4,2,4,89.96
3,3,7,8,3,73,4,10,1,82.55
9,9,5,8,3,67,4,3,6,81.03
6,6,8,4,5,98,1,8,7,82.88
1,2,9,2,3,86,1,9,2,74.36
3,2,5,7,7,66,2,4,6,82.95
