"","tiempo_respuesta","satisfaccion_cliente","numero_quejas","capacitacion_empleado","experiencia_empleado","disponibilidad_servicio","tiempo_respuesta_2","satisfaccion_2","indice_servicio","eficiencia_operativa","clima","dia_semana","calidad_servicio"
"779",8.28,7.78,10.53,4.8,6.59,8.31,8.43,6.7,8.46,0.08,24.17,3,98.13
"780",8.26,7.54,6.12,3.95,4.93,9.33,8.3,7.21,8.84,-1.67,25.81,1,105.09
"781",10.59,8.21,4.24,4.12,7.03,10.89,10.45,7.28,9.59,-0.86,24.86,4,108.93
"782",9.45,6.64,6.63,4.77,5.11,7.17,9.49,5.49,7.22,-1.97,24.11,6,80.76
"783",7.78,5.99,4.11,6.54,12.4,7.89,8.31,5.43,6.88,3.09,21.28,4,117.78
"784",7.79,5.7,4.96,6.61,8.98,10.08,7.77,5.41,8.38,1,25.9,7,121.36
"785",10.62,8.39,-0.45,6.77,9.53,8.09,10.21,7.58,8.62,1.04,30.75,5,119.73
"786",7.83,8.68,3.05,9.7,9.41,8.66,7.66,8.22,8.7,2.47,25.22,1,120.62
"787",12.03,6.14,5.6,6.39,10.69,9.24,12.29,5.9,7.71,0.05,20.34,4,106.83
"788",12.59,6.3,2.32,7.39,5.18,8.86,12.59,5.76,8.18,-3.22,37.42,2,96.65
"789",7.59,9.16,3.83,5.45,7.91,7.15,7.89,8.2,7.66,0.87,24.77,1,103
"790",6.5,6.06,4.01,5.42,7.14,9.07,6.55,5.6,7.57,0.63,25.47,7,111.41
"791",5.61,6.06,4.21,8.19,5.91,8.2,4.96,5.51,7.17,1.43,25.45,1,109.54
"792",11.56,5.89,2.92,6.08,5.56,8.11,11.92,5.39,6.88,-3.2,21.79,6,94.54
"793",7.83,5.72,3.73,7.8,8.86,8.59,8.04,4.95,7.48,1.92,22.88,3,111.8
"794",12.03,6.35,6.82,6.08,8.58,6.99,11.84,5.83,6.17,-0.49,26.47,3,96.03
"795",9.58,8.72,3.88,5.81,4.87,9.17,9,8.04,8.03,-2.37,31.33,2,108.79
"796",7.32,6.54,9.78,6.31,9.98,7.94,6.96,5.92,7,1.41,20.73,7,98.99
"797",8.25,5.31,2.74,8.78,7.01,10.16,8.29,4.86,7.46,-0.23,19.48,1,110.49
"798",10.09,7.51,5.23,4.92,10.84,8.5,9.9,7.1,8.99,1.52,22.68,1,107.26
"799",14.03,4.99,6.31,6.12,9.04,8.89,13.75,4.4,5.96,-1.87,23.83,4,92.49
"800",10.75,6.24,6.75,5.52,9.74,9.89,11.11,5.81,7.23,1.13,17.32,6,105.26
"801",6.79,8.2,4.69,8.31,11.38,9.74,6.9,7.31,9.47,3.23,25.59,3,140.42
"802",9,6.8,8.17,6.14,11.04,9.14,9.28,5.95,7.56,2.58,31.11,2,114.75
"803",7.61,4.56,4.96,5.08,8.68,7.88,7.25,4.42,7.41,1.86,32.4,5,93.64
"804",7.86,8.28,3.1,5.16,6.48,9.73,7.04,7.17,8.75,-0.66,23.79,1,122.11
"805",11.49,5.52,6.07,4.86,10.4,8.57,11.31,5.29,6.37,0.52,35.05,7,108.1
"806",9.13,6.83,5.74,4.43,6.93,9.3,9.72,5.99,8.29,-0.64,20.16,4,99.91
"807",12.15,7.35,0.31,6.89,7.13,9.18,11.88,6.25,8.73,-1.33,25.26,4,111.37
"808",10.49,5.54,4.07,6.43,11.98,10.01,9.96,5.08,7.65,1.59,28.7,3,117.01
"809",10.1,6.18,4.22,5.14,9.93,8.9,10.09,5.74,7.46,0.44,25.37,2,111.31
"810",13.31,6.83,5.28,5.35,8.58,9.72,13.59,5.95,8.56,-1.23,31.56,4,96.75
"811",8.94,6.53,7.13,6,6.77,9.95,9.2,6.47,8.47,-0.41,23.68,7,101.41
"812",10.66,7.28,1.28,4.6,7.41,8.92,10.82,6.5,7.45,-0.14,26.72,1,109
"813",16.83,6.98,4.89,6.67,5.18,7.04,16.85,5.56,6.86,-5.04,18.84,6,75.09
"814",9.29,5.49,-1.68,3.69,10.16,10.36,9.4,5.01,7.94,1.75,25.2,7,124.18
"815",13.58,5.66,4.07,5.21,7.57,8.34,13.32,5.37,6.74,-1.85,17.5,1,85.34
"816",6.83,6.44,5.33,6.58,4.65,7.68,7.17,5.83,7.26,0.03,28.11,6,93.49
"817",10.55,7.2,4,4.1,3.76,8.05,10.23,6.53,7.5,-3.34,23.86,7,83.69
"818",8.91,8.56,5.62,4.81,7.84,9.68,8.77,8.15,9.75,1.27,28.49,3,109.74
"819",6.95,8.61,7.06,6.54,6.52,9.24,6.84,7.49,9.04,-0.21,16.38,2,114.52
"820",8.76,6.98,5.57,8.07,12.68,8.12,9.11,6.25,7.58,3.68,18.56,3,113.3
"821",14.65,5.07,4.13,6.25,11.64,8.04,14.65,4.53,6.69,-0.45,21.63,3,96.08
"822",9.62,7.84,4.2,7.73,6.87,8.21,9.4,7.21,7.79,-1.74,25.07,5,104.74
"823",8.87,8.11,3.99,4.15,4.79,8.22,9.14,6.52,7.54,-0.48,29.75,3,96.88
"824",12.11,6.61,5.41,7.06,12.5,9.02,12.42,6.07,9.03,1.75,19.79,5,115.26
"825",8.61,7.29,4.15,6.34,7.1,9.96,7.76,6.55,8.43,-0.59,29.45,1,114.04
"826",10.47,6.19,7.65,6.06,7.73,9.78,10.53,5.61,7.5,-0.09,27.84,7,96.1
"827",10.56,6.94,1.83,6.18,6.52,8.75,10.57,6.37,8.18,-0.92,26.62,6,107.25
"828",9.16,7.32,4.23,7.52,9.42,8.67,8.95,7.11,8.24,1.81,27.6,2,112.14
"829",9.25,7.84,4.82,6.87,7.25,9.84,9.04,6.72,8.82,0.04,37.08,6,109.66
"830",13.33,7.52,4.87,7.17,12.57,9.14,13.04,7.04,8.94,0.88,26.78,4,117.67
"831",9.68,7.35,4.97,4.79,6.98,10.24,9.5,6.61,9.61,-0.58,27.28,7,104.74
"832",14.35,5.72,5.6,6.1,5.84,7.6,14.48,4.97,6.17,-4.14,26.5,2,80.9
"833",9.59,8.35,6.36,5.93,8.63,8.79,10.05,7.85,8.24,-0.53,18.83,6,110.67
"834",9.5,4.64,4.79,8.79,10.28,9.91,8.89,3.67,7.45,2.68,24.81,6,112.63
"835",8.78,6.12,1.27,2.6,7.26,8.41,9.45,5.83,7.1,-0.07,17.59,2,97.66
"836",4.23,8.16,3.87,3.89,6.99,9.58,4.17,7.08,8.54,2.09,19.83,7,117.43
"837",6.2,6.28,5.03,6.15,6.39,8.44,6.17,5.69,7.3,0.84,20.87,6,106.69
"838",9.81,6.61,6.43,8.41,8.71,9.52,10.27,5.89,8.75,-0.18,20.63,7,110.22
"839",8.52,9.37,0.26,7.87,7.12,9.13,8.22,8.67,9.69,-0.07,24.91,2,128.57
"840",13.12,7.95,4.49,8.48,8.27,9.48,12.92,7.46,8.65,-1.26,27.77,4,113.09
"841",10.67,5.6,6.64,6.24,7.6,7.91,10.51,4.64,6.29,-0.65,24.44,5,88.54
"842",9,6.5,3.77,8.06,9.59,10.3,8.98,5.96,9,1.41,22.89,6,120.2
"843",12.07,6.1,5.42,7.94,7.01,9,12.65,5.47,7.89,-1.95,21.96,7,101.17
"844",8.55,7.09,3.33,7.24,9.85,10.86,9,6,10.18,1.68,25.84,4,127.33
"845",10.34,5.64,6.93,5.52,8.47,8.3,10.34,5.52,7.43,0.77,21.92,7,96.22
"846",11.28,6.71,1.54,5.21,8.54,8.82,11.12,6,7.94,-1.27,24.97,3,111.35
"847",10.08,8.43,2.78,9.16,10.96,10.24,10.24,7.3,7.75,1.41,24.78,2,135.12
"848",9.54,7.66,4.43,4.46,6.94,9.17,9.6,6.84,8.82,-0.75,37.6,5,102.78
"849",9.46,7.5,4.47,7.71,4.7,9.51,9.13,6.43,8.22,-1.52,26.67,3,102.7
"850",9.24,6.45,1.66,7.51,6.47,9.27,9.3,5.53,7.46,-0.62,19.89,7,112.04
"851",12.93,6.68,6.09,5.47,7.83,7.81,12.81,5.98,7.39,-1.56,28.69,3,93.2
"852",10.03,7.4,2.42,8.07,5.74,8.63,10.55,6.7,8.83,-1.61,31.04,2,110.77
"853",8.16,5.63,5.86,6.45,7.91,9.35,8.83,5.01,7.69,0.79,25.37,5,106.2
"854",8.94,4.43,8.55,5.81,2.89,8.34,8.36,3.72,6.24,-2.85,23.9,2,79.52
"855",7.96,6.66,10.48,6.4,10.4,8.81,9.21,6.09,7.73,3.22,32.14,5,109.54
"856",10.87,6.64,3.02,7.03,8.28,9.55,11.35,5.74,6.75,-0.67,24.91,6,107.26
"857",9.42,7.8,6.25,7.48,5.24,8.7,9.56,7,8.4,-0.79,27.16,6,97.9
"858",10.57,6.44,2.49,6.52,13.14,9.26,9.89,5.07,7.76,2.41,22.23,2,129.06
"859",10.62,6.24,6.52,5.28,8.75,8.21,10.7,5.97,6.3,0.42,21.78,4,92.37
"860",3.9,7.5,5.4,5.29,7.91,6.73,3.49,6.4,7.38,2.27,23.89,6,106.25
"861",8.23,6.29,2.04,5.42,6.8,9.73,7.92,5.43,8.08,-0.23,21.85,3,104.11
"862",14.31,8.56,1.81,6.2,7.68,8.56,14.74,7.52,9.18,-3.1,31.91,4,105.93
"863",10.4,5.96,5.57,5.11,5.19,8.44,10.65,5.21,7.51,-2.2,30.34,1,92.73
"864",9.72,7.84,5.64,6.44,8.74,8.79,10.03,6.87,8.42,0.8,23.87,1,108.21
"865",11.05,4.93,5.59,5.97,7.68,9.89,11.52,4.39,7.41,-1.17,25.57,5,99.86
"866",11.12,8.5,3.37,6.35,4.78,9.71,11.44,8.07,9.23,-2.41,23.64,4,103.53
"867",7.36,6.87,6.05,3.95,8.66,8.06,7.97,6.28,7.6,1.75,24.67,2,98.58
"868",10.02,4.93,8.49,7.32,8.78,9.84,10.5,4.69,7.27,0.38,33.5,2,99.1
"869",11.46,5.54,5.51,6.07,11.69,7.28,11.9,4.62,5.93,1.56,32.66,2,101.52
"870",10.47,6.83,3.71,4.12,10.25,8.94,10.55,6.68,6.93,0.68,25.71,4,109.16
"871",9.51,8.75,4.87,6.13,7.59,7.79,9.4,7.82,7.65,0.08,24.1,3,99.56
"872",9.56,6.39,3.94,5.77,5.81,9.26,9.88,5.91,8.45,-0.68,23.35,4,103.23
"873",7.91,6.83,0.84,6.42,8.01,9.7,7.12,6.5,8.19,1.21,23.12,7,121.8
"874",9.35,7.87,6.97,4.7,9.56,8.83,9.41,6.65,8.37,-0.12,21.41,7,112.17
"875",10.8,6.95,-0.63,5.92,8.52,9.14,10.28,6.4,8.85,-0.92,28.67,5,115.01
"876",8.66,6.72,6.77,5.68,5.6,8.75,8.8,6.31,7.2,-0.64,19.91,6,91.01
"877",10.06,6.92,4.26,2.75,6.19,9.33,9.76,5.98,8.77,-0.99,30.25,3,93.48
"878",10.49,6.65,2.6,7,8.5,7.44,10.8,5.67,7.42,-1.34,29.36,7,101.33
"879",11.9,7.18,3.22,5.2,9.57,8.23,11.87,6.55,7.24,0.25,26.57,5,97.74
"880",6.79,7.42,6.14,5.73,10.54,6.15,7.1,6.63,6.63,3.56,26.11,3,106.34
"881",10.26,5.37,8.82,3.41,7.06,9.05,10.4,4.53,7.3,-0.4,19.01,2,85.7
"882",12.01,6.66,5.38,6.68,9.61,10.86,12.7,5.88,9.23,-0.55,20.92,5,111.88
"883",10.65,6.15,7.33,4.76,8.23,8.71,10.1,5.38,7.53,0.73,18.12,6,98.67
"884",6.27,7.51,5.62,7.91,10.27,7.24,6.29,6.87,7.14,3.13,24.5,7,122.76
"885",9.81,6.91,2.24,6.99,13.26,9.55,9.45,6.57,8.63,2.61,30.73,5,123.13
"886",12.56,5.66,7.44,7.95,5.88,9.97,12.12,4.76,7.94,-3.04,19.06,2,94.89
"887",8.01,7.38,5.53,4.28,10.31,8.11,8.09,7.04,8.2,2.75,19.95,6,112.84
"888",10.3,4.8,6.54,7.02,9.1,6.08,10.25,3.77,5.66,1.5,15.35,4,89.84
"889",8.55,7.9,2.16,7.18,9.92,7.56,8.98,7.38,8.22,2.32,18.45,5,118.06
"890",12.09,5.4,4.08,10.62,8.15,7.96,12.24,5.19,6.59,-1.43,32.08,3,106.04
"891",12.32,8.75,3.73,3.3,10.26,10.1,12.53,7.8,9.62,0.8,24.71,5,111.32
"892",10.59,6.39,5.42,2.37,6.16,8.79,10.07,6.35,7.48,-1.73,28.25,4,90.52
"893",11,6.56,7.68,7.69,7.54,9.63,10.86,5.68,8.46,-0.4,16.66,2,102.64
"894",9.77,5.77,3,4.83,8.56,8.18,9.8,4.52,6.07,-0.19,22.25,6,99.74
"895",14.36,5.18,2.8,2.79,11.66,8.32,14.58,4.36,6.25,0.01,29.44,4,89.59
"896",12.05,7.22,2.66,4.09,8.32,8.75,11.86,6.89,8.02,-0.21,24.92,7,98.79
"897",7.35,5.47,7.37,6.26,10.46,8.96,7.44,5.14,7.85,3.01,31.27,1,109.21
"898",7.25,7.72,5.32,7.23,10.44,10.84,7.76,7.37,9.92,3.54,30.7,7,131.75
"899",9.98,4.96,5.63,7.78,6.19,7.3,10.2,4.84,6.43,-0.88,17.77,4,80.09
"900",9.33,6.28,4.35,4.42,8.03,7.91,9.35,5.87,7.98,-0.23,24.22,4,102.45
"901",10.48,7.54,4.01,10.04,10.8,9.94,10.59,6.81,7.62,1.28,12.81,4,120.69
"902",9.16,6.78,6.44,6.16,8.49,8.61,8.54,5.83,8.01,0.52,25.81,2,104.08
"903",8.89,7.61,4.71,4.7,7.33,8.76,8.21,6.93,8.38,-0.39,25.21,6,107.74
"904",11.94,7.16,5.62,4.82,9.97,8.73,11.8,6.19,8.22,0.52,23.29,4,96.94
"905",11.83,6.97,1.61,7.11,10.26,7.94,11.61,6.47,7.73,1.18,26.39,3,113.94
"906",11.4,8.8,8.6,7.92,6.19,10.87,11.71,7.44,9.8,-2.74,26.56,7,104.99
"907",9.95,5.94,7.31,2.86,6.85,8,10.13,5.38,6.87,-0.5,20.56,6,84.94
"908",11.67,6.86,8.38,5.82,7.33,8.05,11.26,5.73,8.2,-1.62,25.97,1,90
"909",6.88,6.15,5.87,7.11,8.72,10.04,6.7,5.66,9.3,1.68,30.44,6,114.97
"910",7.28,6.13,5.29,5.25,6.3,8.25,7.21,6.03,6.82,0.74,29.21,6,100.49
"911",12.35,6.67,5.38,6.05,3.37,8.52,12.51,5.84,7.4,-4.26,14.95,7,84
"912",9.11,6.02,5.3,5.38,9.3,8.94,8.97,5.26,8.13,1.01,19.72,3,107.52
"913",10.57,7.71,4.75,7.19,10.01,8.76,10.73,6.88,8.09,0.74,16.29,6,116.44
"914",13.66,7.82,3.81,3.27,5.71,9.04,13.19,6.46,7.7,-3.03,25.7,3,82.94
"915",9.18,7.39,5.5,6.07,9.91,8.67,9,6.1,8.32,0.42,24.58,5,115
"916",7.91,5.02,4.39,7.37,11.86,7.38,8.47,4.15,5.84,3.7,27.47,4,117.89
"917",4.07,6.49,6.46,5.64,8.42,7.12,4.19,5.71,6.72,2.82,17.57,7,106.38
"918",9.63,7.34,4.96,5.02,8.22,10.78,9.61,6.86,8.21,0.23,23.09,3,107.3
"919",9.63,6.77,4.31,6.74,5.52,9.4,9.1,6.38,8.78,-1.08,22.25,6,104.41
"920",11.91,8.36,5.34,7.98,9.81,8.56,11.56,7.82,8.14,0.18,25.24,3,111.11
"921",8.94,6.54,5.15,3.78,9.04,9.92,8.65,5.49,9.28,1.34,27.13,1,112.15
"922",9.4,6.81,3.73,4.55,6.5,7.63,9.23,6.31,5.97,-0.76,22.19,2,90.07
"923",9.73,7.21,5.22,6.76,6.18,10.05,9.67,6.62,8.8,-0.61,31.77,2,101.71
"924",10.68,7.41,4.89,7.75,5.32,9.18,10.68,6.47,8.72,-2.72,25.34,4,92.93
"925",11.27,7.36,6.45,5.96,9.4,7.65,11.27,6.52,6.97,-0.64,24.29,2,101.05
"926",8.63,6.43,5.26,8.82,3.67,7.69,8.8,5.56,7.15,-2.24,24.48,1,94.13
"927",10.57,8.38,4.53,7.96,7.12,9.27,10.94,7.41,8.51,-1.4,21.32,3,110.82
"928",10.7,7.39,6.07,5.2,7.17,8.79,11.63,6.33,8.82,-2.31,29.13,1,90.28
"929",10.14,7.32,6.91,6.33,10.23,10.5,10.39,5.87,8.89,1.51,29.81,5,118.95
"930",12.82,5.95,5.94,4.9,2.12,10.63,12.79,5.22,9.25,-5.11,27.8,6,76.85
"931",6.44,5.99,4.07,7.33,6.49,8.01,5.77,5.47,7.27,0.8,20.15,5,111.13
"932",11.23,6.3,3.06,7.62,5.45,9.51,11.49,5.5,8.51,-1.94,25.6,6,103.54
"933",12.46,6.31,2.24,8.44,6.8,8.22,13.14,5.69,8.51,-2.69,23.63,4,98.12
"934",7.51,7.83,6.4,6.87,6.49,8.19,7.91,7.33,7.65,0.14,23.98,4,115.14
"935",10.29,7.84,3.66,6.46,10.32,8.46,10.46,7.33,7.94,0.28,23.62,4,115.41
"936",8.05,7.74,7.72,8.07,9.46,9.93,8.56,7.67,9.29,3.02,24.83,4,120.5
"937",9.28,6.87,6.62,6.93,8.04,9.55,9.4,6.18,7.85,0.72,26.1,4,108.58
"938",10.07,6.25,3.79,6.25,7.15,8.45,9.88,5.26,7.14,-0.76,27.5,3,93
"939",9.67,5.39,5.24,3.08,8.02,8.44,9.18,4.89,7.1,0.87,31.32,3,87.27
"940",13.92,5.67,9.03,8.91,7.6,11.31,13.42,4.75,8.09,-2.68,7.14,5,92.09
"941",9.82,8.48,5.88,4.5,4.93,8.63,9.57,8.31,9.39,-1.64,26.24,4,93.48
"942",7.29,6.15,7.2,5.74,6.52,8.04,7.66,6.06,7.14,1.11,24.9,6,97.2
"943",8.49,6.01,4.53,5.51,6.18,7.99,8.34,5.57,6.93,-0.14,28.1,7,100.23
"944",9.36,6.39,6.78,3,8.93,8.29,9.36,5.44,6.73,1.34,32.58,5,99.52
"945",9.1,6,5.58,6.74,5.61,8.51,8.84,5.62,7.32,-1.32,29.1,6,99.85
"946",11.25,6.15,10.3,10.46,7.91,8.31,11.76,5.24,6.67,-0.87,27.63,3,97.3
"947",8.63,8.75,3.59,7.42,9.34,9.55,8.09,8.4,9.25,1,24.64,5,124.58
"948",11.1,6.24,4.04,5.71,10.39,8.35,10.9,5.61,7.78,1.41,29.75,3,100.57
"949",9.35,6.49,4.72,7.18,5.76,8.46,9.32,5.65,7.65,-0.31,38.22,1,100.28
"950",7.7,6.89,5.04,4.23,9.06,8.43,7.35,5.67,7.49,1.71,32.19,7,103.55
"951",9.87,8.96,5.04,7.07,6.71,8.04,9.45,7.97,8,-0.43,19.77,6,106.96
"952",8.74,6.57,4.03,6.16,2.35,8.31,8.63,6.01,7.29,-2.83,23.81,4,83.31
"953",10.03,7.23,6.72,5.4,6.85,6.84,10.12,6.18,7.22,-0.51,25.96,5,92.09
"954",13.26,7.31,6.71,7.43,10.38,9.88,13.38,6.81,8.82,-0.65,24.72,4,109.64
"955",9.81,6.66,6.93,4.83,9.14,9.71,9.92,6.08,8.07,1.46,30.4,7,110.38
"956",9.69,4.77,2.55,9.58,7.12,8.59,9.31,4.15,5.67,-0.66,27.85,1,110.21
"957",7.06,8.36,4.08,3.76,7.99,8.02,7.01,7.29,8.42,0.47,23.1,5,104.96
"958",10.44,6.79,5.71,4.87,6.8,8.72,9.8,5.75,8.32,-0.06,27.99,7,91.34
"959",9.64,7.43,3.91,7.81,7.93,8.62,9.8,6.59,7.48,-0.11,24.72,1,107.74
"960",12.95,6.25,5.36,5.35,8.7,9.73,12.92,5.46,7.74,-1.41,29.42,7,101.82
"961",6.11,7.56,4.32,5.79,5.93,7.15,6.45,6.77,6.69,0.33,20.66,7,106.63
"962",8.33,7.85,7.99,8.58,8.54,9.45,8.78,7.2,9.35,1.49,29.17,4,115.1
"963",8.94,8.47,5.76,7.57,6.16,8.77,9.25,8.26,8.26,-0.52,25.33,7,110.26
"964",10.14,6.07,3.51,7.8,10.1,11.05,10.25,5.87,9.06,0.28,23.99,7,118.82
"965",8.76,7.22,6.26,3.5,6.2,8.39,8.37,6.82,8.06,-0.12,31.11,7,85.18
"966",10.39,6.76,6.17,5.58,4.92,8.54,10.47,6.32,8.98,-1.47,26.29,2,89.46
"967",14.95,6.58,2.96,5.27,8.1,9.78,15.57,5.36,7.54,-2.86,20.07,3,98.77
"968",9.23,6.05,5.67,3.23,8.34,9.68,9.79,5.2,8.08,0.18,23.12,5,96.27
"969",10.2,7.57,5.05,4.93,7.54,8.94,10.55,6.76,7.79,-1.1,30.48,3,98.41
"970",8.52,7.41,8.84,7.59,7.92,7.64,8.75,7.01,7.98,1.08,22.74,3,106.65
"971",12.17,8.9,2,5.73,6.4,9.09,12.68,7.99,9.45,-2,27.65,1,102.12
"972",7.54,4.88,4.42,3.96,7.79,9.2,6.72,4.42,7.05,1.72,30.35,5,100.04
"973",9.15,8.98,12.48,4.56,10.79,9.61,9.37,8.17,9.89,1.91,22.37,6,113.63
"974",10.53,6.4,3.52,6.22,9.68,10.81,10.63,5.84,8.48,0.34,25.49,7,117.1
"975",11.72,8.12,2.81,7.17,10.54,7.45,11.75,7.23,8.23,1.33,16.31,3,111.13
"976",10.51,7.15,5.95,7.18,5.93,7.1,10.26,6.64,6.79,-0.87,26.62,4,92.4
"977",11.29,7.52,2.41,7.07,7.59,8.63,11.89,6.59,7.67,-1.13,16.74,2,102.24
"978",7.2,7.23,8.45,3.49,4.72,9.49,6.5,6.51,8.88,-1.3,24.81,2,87.96
"979",8.85,8.25,3.93,6.76,10.24,10.04,9.04,7.79,9.47,1.41,23.79,1,124.47
"980",9.82,6.34,7.02,8.1,6.62,7.01,9.82,5.86,6.85,-2.22,26.12,3,93.63
"981",12.1,7.73,6.23,9.49,7.07,7.86,12.25,6.54,8.23,-2.15,22.57,4,100.54
"982",9.97,5.5,5.05,8.04,7.35,7.95,10.56,4.65,7.3,-0.95,26.24,5,96.65
"983",9.5,6.13,4.7,5.3,9.86,7.97,9.35,5.4,7.45,0.89,21.26,6,100.26
"984",10.16,7.55,1.68,7.01,5.34,9.51,9.98,6.33,8.46,-2.36,19.59,1,109.41
"985",7.82,7.32,2.59,5.28,9.15,7.37,7.99,7,8.14,1.9,22.42,2,109.65
"986",7.16,6.76,2.43,5.76,6.82,9.42,6.79,5.47,8.51,0.02,25.3,7,121.08
"987",10.86,6.88,4.62,6.71,8.66,6.65,10.51,5.89,7.43,-0.7,22.75,1,101.64
"988",8.18,7.19,8.69,6.34,7.53,8.27,9.08,6.44,7.4,0.56,28.86,7,96.6
"989",10.58,7.88,5.55,6.69,8.42,8.72,10.63,7.37,8.41,-0.3,25.72,3,96.52
"990",7.45,5.2,7.24,5.69,9.48,8.37,7.65,4.56,7.04,1.73,29.42,6,102.92
"991",8.53,7.22,3.87,7.04,5.66,9.73,8.13,6.29,8.58,-1.29,25.77,7,110.24
"992",10.12,5.41,3.78,6.19,3.74,9.32,9.88,5.08,7.98,-3.28,26.09,2,97.48
"993",7.72,8.38,6.26,6.39,7.37,11.3,7.37,7.89,10.32,1.23,18.41,7,114.14
"994",9.67,7.86,3.41,7.86,6.38,8.46,9.36,6.95,8.9,-0.15,27.23,3,112.66
"995",10.46,6.69,2.46,4.63,10.48,9.79,10.16,5.71,8.66,1.21,35.72,3,114.16
"996",13.21,8.17,4.47,5.33,6.62,8.54,13.13,7.68,8.92,-1.97,35.29,2,89.03
"997",8.68,6.52,3.58,6.86,8.76,9.53,8.25,5.75,8.8,0.73,30.6,5,113.09
"998",10.9,4.76,2.18,6.17,4.66,7.74,11.13,4.12,6.42,-3.25,29.78,7,82.49
"999",11.41,5.55,7.35,6.99,8.45,8.8,11.34,5.08,7.25,0.04,24.54,2,94.3
"1000",14.66,6.91,4.37,6.74,11.19,9.8,14.82,5.65,8.55,-0.36,17.94,3,107.89
"1001",13.54,6.07,7.06,4.62,8.21,11.34,13.82,5.64,8.73,-2.29,20.67,1,102.79
"1002",11.8,7.24,6.75,3.66,8.05,8.56,12.38,6.29,7.46,-1.12,17.59,4,92.04
"1003",12.66,8.77,6.17,8.77,8.39,10.85,12.66,7.69,10.67,-1.71,25.22,1,113.88
"1004",9.3,6.68,5.77,5.16,5.64,9.64,9.54,6.33,7.12,-0.71,26.14,5,103.99
"1005",12.12,7.05,2.3,7.37,4.88,10.68,12.29,6.48,9.76,-1.86,31.54,7,96.66
"1006",8.76,7.94,4.07,4.7,8.39,7.42,8.74,7.59,7.61,1.41,26.25,3,104.45
"1007",11.31,8.84,3.35,5.92,7.9,8.46,11.53,7.72,9.03,-1.13,23.67,7,112.45
"1008",10.23,4.52,5.06,8.73,5.59,7.46,10.22,3.86,5.47,-1.63,33.69,5,91.16
"1009",8.98,7.83,2.4,5.45,5.05,7.69,8.7,7.41,8.26,-0.91,25.22,7,96.75
"1010",10.82,6.22,3.05,6.32,6.24,8.9,10.82,5.58,7.95,-1.9,26.93,1,91.72
"1011",11.71,6.98,6.76,5.59,5.06,10.11,11.96,6.65,8.69,-3.52,29.16,2,94.79
"1012",11.26,4.98,5.55,6.39,9.91,7.99,11.08,3.94,6.23,0.74,32.57,3,99.97
"1013",7.78,6.31,2.25,2.77,5.07,7.92,8.24,4.95,8.03,-0.69,31.95,2,93.85
"1014",6.81,8.25,6.51,4.32,8.88,10.34,7.35,7.11,8.55,1.88,24.12,1,114.05
"1015",9.57,7.73,4.57,3.88,11.23,10.06,9.43,6.76,10.06,2.69,19.32,2,115.65
"1016",7.56,5.97,8.49,4.61,12.18,8.61,7.5,5.46,7.46,3.75,27.71,7,110.4
"1017",10.02,7.17,6.92,5.94,12.69,8.64,9.91,6.4,7.42,1.79,26.58,5,117.07
"1018",9.96,6.62,3.62,5.35,9.63,9.78,10.09,6.23,7.8,0.4,20.41,5,112.02
"1019",9,5.35,7.15,7.44,9.74,9.91,9.19,4.4,7,1.59,27.14,7,105.89
"1020",6.64,6.29,2.99,7.03,7.55,9.79,6.35,5.62,7.79,1.45,23,5,120.14
"1021",9.09,8.36,4.95,5.05,5.87,7.4,9.24,7.44,7.43,-1.58,26.23,7,92.73
"1022",9.14,6.51,3.71,7.25,8.17,8.92,9.01,5.84,7.83,-0.25,29.8,4,112.42
"1023",6.68,5.83,4.39,4.69,7.84,9.88,7.45,5.58,8.47,1.55,26.05,2,112
"1024",11.19,7.67,5.51,7.73,10.23,9.65,11.55,7.03,8.66,1.62,27.83,1,117.97
"1025",9.67,6.94,6.46,3.33,8.02,10.06,10.04,6.26,8.44,0.27,30.5,5,96.79
"1026",10.11,6.21,0.81,6.97,6.86,9,9.36,5.56,7.95,-0.37,17.88,6,112.24
"1027",11.2,7.13,6.77,5.13,8.01,10.82,11.85,6.93,8.79,-1.47,17.4,1,105.73
"1028",12.32,4.12,7.4,5.55,9.63,8.35,12.42,3.64,5.79,-0.88,20.88,6,82.87
"1029",7.38,7.66,7.04,6.04,7.29,9.86,7.22,6.9,8.72,1.08,38.69,4,112.99
"1030",14.66,6.09,7.96,4.81,5.5,8.82,14.28,5.32,7.75,-2.84,28.32,2,72.18
"1031",8.65,7.74,4.58,5.87,6.31,10.69,9,7.42,9.16,-0.31,32.28,2,113.74
"1032",10.18,8.69,5.98,8.25,5.58,8.8,10.42,7.54,7.93,-1.23,27.03,4,99.85
"1033",11.09,7.62,6.15,3.3,12.02,9.49,11.56,6.63,8.17,2,25.26,4,99.84
"1034",9.05,6.96,3.06,7.62,11.59,10,8.99,6.68,8.09,2.95,27.61,1,128.6
"1035",12.25,5.55,1.03,8,9.69,10.41,12.47,5.18,7.28,0.21,28.42,2,119.34
"1036",9.36,5.46,5.4,4.38,6.54,9.9,9.41,4.47,8.14,-1.49,27.06,5,97.96
"1037",9.58,6.88,-0.44,6.41,9.27,9.21,9.74,6.54,8.64,0.07,24.11,6,120.25
"1038",14.83,5.84,3.43,6.1,10.5,7.32,14.8,5.28,7.76,-1.35,30.76,1,91.14
