fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,indice_alcohol_acidez,balance_azucar_acidez,indice_mineralidad,potencial_alcoholico,relacion_SO2,alcohol_2,density_2,sugar_2,acidez_2,alcohol_sulphates,density_sugar,acidez_pH,alcohol_acidez_volatil,quality
6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.9935,3.12,0.33,10.2,1.5224,30.9524,0.374,10.1335,0.2772,104.04,0.987,42.25,44.89,3.366,6.4576,20.904,2.04,6
8.1,0.27,0.33,1.3,0.045,26.0,100.0,0.9907,2.98,0.44,12.4,1.5309,4.6429,0.485,12.2842,0.2574,153.76,0.9814,1.69,65.61,5.456,1.2879,24.138,3.348,6
6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.9935,3.12,0.33,10.2,1.5224,30.9524,0.374,10.1335,0.2772,104.04,0.987,42.25,44.89,3.366,6.4576,20.904,2.04,6
7.1,0.45,0.24,2.7,0.04,24.0,87.0,0.9886,2.94,0.38,13.4,1.8873,5.8696,0.42,13.2475,0.2727,179.56,0.9774,7.29,50.41,5.092,2.6693,20.874,6.03,8
5.8,0.22,0.29,1.3,0.036,25.0,68.0,0.9886,3.24,0.35,12.6,2.1724,5.6522,0.386,12.457,0.3623,158.76,0.9774,1.69,33.64,4.41,1.2852,18.792,2.772,6
6.3,0.3,0.48,7.4,0.053,34.0,149.0,0.9947,3.18,0.53,9.8,1.5556,23.871,0.583,9.7483,0.2267,96.04,0.9895,54.76,39.69,5.194,7.3609,20.034,2.94,5
7.9,0.36,0.53,12.9,0.049,63.0,139.0,0.9979,2.94,0.45,9.1,1.1519,34.8649,0.499,9.0811,0.45,82.81,0.9958,166.41,62.41,4.095,12.8732,23.226,3.276,5
8.1,0.27,0.33,1.3,0.045,26.0,100.0,0.9907,2.98,0.44,12.4,1.5309,4.6429,0.485,12.2842,0.2574,153.76,0.9814,1.69,65.61,5.456,1.2879,24.138,3.348,6
8.0,0.24,0.33,1.2,0.044,28.0,101.0,0.9904,3.03,0.43,12.5,1.5625,4.8,0.474,12.3794,0.2745,156.25,0.9808,1.44,64.0,5.375,1.1884,24.24,3.0,6
6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.9909,3.05,0.34,11.7,1.7463,6.1905,0.373,11.5931,0.2907,136.89,0.9818,6.76,44.89,3.978,2.5762,20.435,4.797,6
6.7,0.24,0.31,2.3,0.044,37.0,113.0,0.9901,3.29,0.46,12.9,1.9254,9.2,0.504,12.7727,0.3246,166.41,0.9804,5.29,44.89,5.934,2.2773,22.043,3.096,6
6.2,0.3,0.32,1.3,0.054,27.0,183.0,0.9927,3.3,0.43,10.1,1.629,4.1935,0.484,10.0259,0.1467,102.01,0.9854,1.69,38.44,4.343,1.2905,20.46,3.03,5
6.9,0.26,0.38,10.5,0.044,33.0,139.0,0.9952,3.06,0.5,10.3,1.4928,38.8889,0.544,10.2503,0.2357,106.09,0.9904,110.25,47.61,5.15,10.4493,21.114,2.678,6
6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.9909,3.05,0.34,11.7,1.7463,6.1905,0.373,11.5931,0.2907,136.89,0.9818,6.76,44.89,3.978,2.5762,20.435,4.797,6
5.9,0.32,0.2,14.4,0.05,29.0,144.0,0.9967,3.24,0.41,10.3,1.7458,43.6364,0.46,10.2656,0.2,106.09,0.9933,207.36,34.81,4.223,14.3519,19.116,3.296,6
6.1,0.25,0.3,1.2,0.036,42.0,107.0,0.991,3.34,0.56,10.8,1.7705,4.6154,0.596,10.7028,0.3889,116.64,0.9821,1.44,37.21,6.048,1.1892,20.374,2.7,7
5.6,0.23,0.29,3.1,0.023,19.0,89.0,0.9907,3.25,0.51,11.2,2.0,12.9167,0.533,11.0956,0.2111,125.44,0.9814,9.61,31.36,5.712,3.0711,18.2,2.576,6
6.6,0.23,0.32,1.7,0.024,26.0,102.0,0.9908,3.29,0.6,11.8,1.7879,7.0833,0.624,11.6919,0.2524,139.24,0.9818,2.89,43.56,7.08,1.6844,21.714,2.714,6
6.0,0.17,0.21,6.0,0.05,26.0,134.0,0.9939,3.08,0.54,9.8,1.6333,33.3333,0.59,9.7402,0.1926,96.04,0.9878,36.0,36.0,5.292,5.9634,18.48,1.666,6
7.1,0.38,0.42,11.8,0.041,32.0,193.0,0.9962,3.04,0.49,10.0,1.4085,30.2564,0.531,9.9624,0.1649,100.0,0.9925,139.24,50.41,4.9,11.7556,21.584,3.8,6
6.6,0.31,0.37,6.2,0.052,13.0,164.0,0.996,3.24,0.39,8.8,1.3333,19.375,0.442,8.765,0.0788,77.44,0.9921,38.44,43.56,3.432,6.1753,21.384,2.728,4
6.5,0.38,0.53,1.4,0.142,5.0,69.0,0.9926,3.14,0.52,10.1,1.5538,3.5897,0.662,10.0253,0.0714,102.01,0.9853,1.96,42.25,5.252,1.3896,20.41,3.838,4
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.9972,3.05,0.5,9.5,1.3571,26.8889,0.556,9.4732,0.3223,90.25,0.9944,146.41,49.0,4.75,12.0659,21.35,4.18,5
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.9972,3.05,0.5,9.5,1.3571,26.8889,0.556,9.4732,0.3223,90.25,0.9944,146.41,49.0,4.75,12.0659,21.35,4.18,5
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.9972,3.05,0.5,9.5,1.3571,26.8889,0.556,9.4732,0.3223,90.25,0.9944,146.41,49.0,4.75,12.0659,21.35,4.18,5
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.9934,3.07,0.34,9.2,1.5082,10.0,0.4,9.1396,0.2368,84.64,0.9869,15.21,37.21,3.128,3.8744,18.727,3.496,4
8.0,0.33,0.32,4.6,0.041,31.0,180.0,0.9918,2.92,0.74,12.2,1.525,13.5294,0.781,12.1004,0.1713,148.84,0.9837,21.16,64.0,9.028,4.5625,23.36,4.026,6
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.9972,3.05,0.5,9.5,1.3571,26.8889,0.556,9.4732,0.3223,90.25,0.9944,146.41,49.0,4.75,12.0659,21.35,4.18,5
6.0,0.19,0.29,1.2,0.046,29.0,92.0,0.9903,3.22,0.53,11.3,1.8833,6.0,0.576,11.1907,0.3118,127.69,0.9808,1.44,36.0,5.989,1.1884,19.32,2.147,6
6.3,0.28,0.34,8.1,0.038,44.0,129.0,0.9925,3.26,0.29,12.1,1.9206,27.931,0.328,12.009,0.3385,146.41,0.985,65.61,39.69,3.509,8.0391,20.538,3.388,6
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.9934,3.07,0.34,9.2,1.5082,10.0,0.4,9.1396,0.2368,84.64,0.9869,15.21,37.21,3.128,3.8744,18.727,3.496,4
5.3,0.43,0.11,1.1,0.029,6.0,51.0,0.9908,3.51,0.48,11.2,2.1132,2.5,0.509,11.0965,0.1154,125.44,0.9816,1.21,28.09,5.376,1.0898,18.603,4.816,4
5.4,0.22,0.35,6.5,0.029,26.0,87.0,0.9909,3.29,0.44,12.5,2.3148,28.2609,0.469,12.3865,0.2955,156.25,0.9819,42.25,29.16,5.5,6.441,17.766,2.75,7
6.2,0.345,0.27,10.1,0.056,38.0,187.0,0.9949,3.31,0.56,10.6,1.7097,28.4507,0.616,10.5455,0.2021,112.36,0.9897,102.01,38.44,5.936,10.0481,20.522,3.657,5
5.6,0.255,0.57,10.7,0.056,66.0,171.0,0.9946,3.25,0.61,10.4,1.8571,40.3774,0.666,10.3443,0.3837,108.16,0.9893,114.49,31.36,6.344,10.6426,18.2,2.652,7
5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.9924,3.44,0.53,10.1,1.9423,15.2381,0.577,10.0227,0.1702,102.01,0.9848,10.24,27.04,5.353,3.1755,17.888,2.02,7
6.2,0.29,0.23,12.4,0.048,33.0,201.0,0.9961,3.11,0.56,9.9,1.5968,41.3333,0.608,9.8616,0.1634,98.01,0.9923,153.76,38.44,5.544,12.3519,19.282,2.871,6
6.3,0.26,0.25,5.2,0.046,11.0,133.0,0.992,2.97,0.68,11.0,1.746,19.2593,0.726,10.9122,0.0821,121.0,0.9841,27.04,39.69,7.48,5.1585,18.711,2.86,6
6.0,0.22,0.23,5.0,0.045,10.0,122.0,0.9926,2.94,0.63,10.0,1.6667,21.7391,0.675,9.9261,0.0813,100.0,0.9853,25.0,36.0,6.3,4.963,17.64,2.2,6
7.5,0.35,0.37,2.5,0.066,29.0,89.0,0.9896,3.14,0.42,12.7,1.6933,6.9444,0.486,12.5684,0.3222,161.29,0.9794,6.25,56.25,5.334,2.4741,23.55,4.445,6
6.6,0.39,0.28,9.2,0.036,10.0,92.0,0.9921,3.07,0.35,12.1,1.8333,23.0,0.386,12.0039,0.1075,146.41,0.9842,84.64,43.56,4.235,9.127,20.262,4.719,6
6.3,0.23,0.33,6.9,0.052,23.0,118.0,0.9938,3.23,0.46,10.4,1.6508,28.75,0.512,10.3355,0.1933,108.16,0.9876,47.61,39.69,4.784,6.8572,20.349,2.392,6
6.3,0.22,0.3,2.0,0.05,23.0,120.0,0.992,3.24,0.47,10.4,1.6508,8.6957,0.52,10.3172,0.1901,108.16,0.9841,4.0,39.69,4.888,1.9841,20.412,2.288,6
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.9974,3.14,0.5,9.2,1.4375,50.0,0.54,9.1757,0.1795,84.64,0.9947,225.0,40.96,4.6,14.9604,20.096,2.668,5
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.9974,3.14,0.5,9.2,1.4375,50.0,0.54,9.1757,0.1795,84.64,0.9947,225.0,40.96,4.6,14.9604,20.096,2.668,5
7.5,0.23,0.3,1.2,0.03,27.0,80.0,0.9919,3.05,0.68,10.5,1.4,5.0,0.71,10.4152,0.3333,110.25,0.9839,1.44,56.25,7.14,1.1903,22.875,2.415,5
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.9974,3.14,0.5,9.2,1.4375,50.0,0.54,9.1757,0.1795,84.64,0.9947,225.0,40.96,4.6,14.9604,20.096,2.668,5
5.7,0.28,0.36,1.8,0.041,38.0,90.0,0.99,3.27,0.98,11.9,2.0877,6.2069,1.021,11.7812,0.4176,141.61,0.9801,3.24,32.49,11.662,1.782,18.639,3.332,7
6.5,0.26,0.24,10.8,0.042,47.0,130.0,0.996,3.08,0.4,10.1,1.5538,40.0,0.442,10.0596,0.3588,102.01,0.992,116.64,42.25,4.04,10.7568,20.02,2.626,6
6.4,0.27,0.29,3.9,0.034,62.0,140.0,0.9924,3.1,0.59,11.1,1.7344,13.9286,0.624,11.0153,0.4397,123.21,0.9848,15.21,40.96,6.549,3.8702,19.84,2.997,6
5.9,0.22,0.29,4.2,0.037,69.0,144.0,0.9921,3.13,0.74,10.8,1.8305,18.2609,0.777,10.7151,0.4759,116.64,0.9843,17.64,34.81,7.992,4.167,18.467,2.376,7
6.8,0.26,0.26,2.0,0.019,23.5,72.0,0.9904,3.16,0.47,11.8,1.7353,7.4074,0.489,11.6868,0.3219,139.24,0.9809,4.0,46.24,5.546,1.9808,21.488,3.068,6
7.6,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48,9.2,1.2105,36.4865,0.518,9.1834,0.3761,84.64,0.9964,182.25,57.76,4.416,13.4757,23.104,3.312,5
7.6,0.35,0.47,13.3,0.037,42.0,116.0,0.9982,3.04,0.5,9.2,1.2105,36.9444,0.537,9.1836,0.359,84.64,0.9964,176.89,57.76,4.6,13.2763,23.104,3.22,5
5.7,0.18,0.26,2.2,0.023,21.0,95.0,0.9893,3.07,0.54,12.3,2.1579,11.5789,0.563,12.1684,0.2188,151.29,0.9787,4.84,32.49,6.642,2.1765,17.499,2.214,6
6.6,0.36,0.47,1.4,0.145,26.0,124.0,0.9927,3.09,0.56,10.1,1.5303,3.7838,0.705,10.0267,0.208,102.01,0.9855,1.96,43.56,5.656,1.3898,20.394,3.636,6
5.9,0.14,0.2,1.6,0.04,26.0,114.0,0.991,3.25,0.45,11.4,1.9322,10.6667,0.49,11.298,0.2261,129.96,0.9822,2.56,34.81,5.13,1.5857,19.175,1.596,6
5.5,0.23,0.19,2.2,0.044,39.0,161.0,0.9921,3.19,0.43,10.4,1.8909,9.1667,0.474,10.3177,0.2407,108.16,0.9842,4.84,30.25,4.472,2.1826,17.545,2.392,6
6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.9968,3.2,0.35,9.8,1.4627,123.3333,0.403,9.7682,0.4583,96.04,0.9935,219.04,44.89,3.43,14.752,21.44,1.078,6
7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.9925,3.3,0.43,9.9,1.4143,7.2,0.477,9.8258,0.3152,98.01,0.9851,3.24,49.0,4.257,1.7865,23.1,2.376,6
6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.9968,3.2,0.35,9.8,1.4627,123.3333,0.403,9.7682,0.4583,96.04,0.9935,219.04,44.89,3.43,14.752,21.44,1.078,6
5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.9908,3.48,0.54,11.2,2.1132,2.7083,0.576,11.0972,0.1467,125.44,0.9817,1.69,28.09,6.048,1.2881,18.444,5.264,4
7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.9957,3.15,0.46,10.9,1.4533,33.0,0.518,10.8528,0.2155,118.81,0.9914,98.01,56.25,5.014,9.8571,23.625,3.161,5
6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.9942,3.15,0.41,9.2,1.5333,15.0,0.461,9.1463,0.1333,84.64,0.9884,26.01,36.0,3.772,5.0702,18.9,3.036,5
6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.9942,3.15,0.41,9.2,1.5333,15.0,0.461,9.1463,0.1333,84.64,0.9884,26.01,36.0,3.772,5.0702,18.9,3.036,5
5.8,0.32,0.23,1.5,0.033,39.0,121.0,0.9887,2.96,0.35,12.0,2.069,4.5455,0.383,11.8644,0.3197,144.0,0.9775,2.25,33.64,4.2,1.483,17.168,3.84,5
5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.9887,2.96,0.34,12.1,2.0862,4.8387,0.374,11.9634,0.3033,146.41,0.9775,2.25,33.64,4.114,1.4831,17.168,3.63,6
3.8,0.31,0.02,11.1,0.036,20.0,114.0,0.9925,3.75,0.44,12.4,3.2632,34.6875,0.476,12.3068,0.1739,153.76,0.985,123.21,14.44,5.456,11.0165,14.25,3.844,6
6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.9918,3.22,0.4,11.2,1.8065,14.1892,0.438,11.1086,0.3014,125.44,0.9837,27.5625,38.44,4.48,5.2072,19.964,4.032,6
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.9895,3.32,0.41,12.7,2.1167,7.1875,0.452,12.5669,0.157,161.29,0.9791,5.29,36.0,5.207,2.2759,19.92,3.937,7
6.9,0.52,0.54,7.9,0.036,23.0,169.0,0.9927,3.26,0.47,12.2,1.7681,14.9057,0.506,12.1106,0.1353,148.84,0.9854,62.41,47.61,5.734,7.8421,22.494,6.344,6
7.0,0.55,0.05,8.0,0.036,19.0,164.0,0.9927,3.26,0.46,12.2,1.7429,14.2857,0.496,12.1108,0.1152,148.84,0.9854,64.0,49.0,5.612,7.9415,22.82,6.71,6
5.8,0.2,0.16,1.4,0.042,44.0,99.0,0.9891,3.23,0.37,12.2,2.1034,6.6667,0.412,12.0673,0.44,148.84,0.9784,1.96,33.64,4.514,1.3848,18.734,2.44,6
6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.9918,3.22,0.4,11.2,1.8065,14.1892,0.438,11.1086,0.3014,125.44,0.9837,27.5625,38.44,4.48,5.2072,19.964,4.032,6
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.9895,3.32,0.41,12.7,2.1167,7.1875,0.452,12.5669,0.157,161.29,0.9791,5.29,36.0,5.207,2.2759,19.92,3.937,7
6.0,0.29,0.27,2.3,0.044,20.0,117.0,0.9895,3.31,0.41,12.7,2.1167,7.6667,0.454,12.5666,0.1695,161.29,0.9791,5.29,36.0,5.207,2.2758,19.86,3.683,7
5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.99,3.17,0.36,12.1,2.1228,15.2174,0.4,11.9789,0.1837,146.41,0.9801,12.25,32.49,4.356,3.465,18.069,2.662,6
7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,1.3239,29.1489,0.575,9.3821,0.228,88.36,0.9962,187.69,50.41,4.982,13.674,22.081,4.324,5
6.6,0.21,0.3,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1,1.5303,45.0,0.541,10.0495,0.3657,102.01,0.99,98.01,43.56,5.05,9.8505,20.262,2.121,6
6.9,0.42,0.2,15.4,0.043,57.0,201.0,0.9985,3.08,0.54,9.4,1.3623,35.814,0.583,9.3857,0.2822,88.36,0.997,237.16,47.61,5.076,15.3766,21.252,3.948,5
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.9986,3.22,0.46,8.9,1.5614,69.5652,0.504,8.8877,0.3596,79.21,0.9972,256.0,32.49,4.094,15.9779,18.354,1.958,6
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.9986,3.22,0.46,8.9,1.5614,69.5652,0.504,8.8877,0.3596,79.21,0.9972,256.0,32.49,4.094,15.9779,18.354,1.958,6
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.9986,3.22,0.46,8.9,1.5614,69.5652,0.504,8.8877,0.3596,79.21,0.9972,256.0,32.49,4.094,15.9779,18.354,1.958,6
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.9986,3.22,0.46,8.9,1.5614,69.5652,0.504,8.8877,0.3596,79.21,0.9972,256.0,32.49,4.094,15.9779,18.354,1.958,6
5.2,0.31,0.2,2.4,0.027,27.0,117.0,0.9889,3.56,0.45,13.0,2.5,7.5,0.477,12.8552,0.2288,169.0,0.9778,5.76,27.04,5.85,2.3733,18.512,4.03,7
7.2,0.22,0.35,5.5,0.054,37.0,183.0,0.9947,3.08,0.5,10.3,1.4306,23.913,0.554,10.2458,0.2011,106.09,0.9895,30.25,51.84,5.15,5.4711,22.176,2.266,5
5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.9913,3.07,0.45,10.1,1.8036,12.1053,0.49,10.0117,0.1042,102.01,0.9826,5.29,31.36,4.545,2.2799,17.192,1.818,4
6.2,0.24,0.27,16.8,0.04,48.0,129.0,0.9969,3.23,0.38,10.5,1.6935,67.2,0.42,10.4676,0.3692,110.25,0.9938,282.24,38.44,3.99,16.7481,20.026,2.52,6
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.9986,3.22,0.46,8.9,1.5614,69.5652,0.504,8.8877,0.3596,79.21,0.9972,256.0,32.49,4.094,15.9779,18.354,1.958,6
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.9977,3.3,0.5,10.1,1.7719,65.9259,0.559,10.0771,0.184,102.01,0.9955,316.84,32.49,5.05,17.7596,18.81,2.626,5
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.9977,3.3,0.5,10.1,1.7719,65.9259,0.559,10.0771,0.184,102.01,0.9955,316.84,32.49,5.05,17.7596,18.81,2.626,5
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,1.8333,32.381,0.469,10.9208,0.234,121.0,0.9857,46.24,36.0,4.62,6.751,18.9,2.2,6
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,1.8333,32.381,0.469,10.9208,0.234,121.0,0.9857,46.24,36.0,4.62,6.751,18.9,2.2,6
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,1.8333,32.381,0.469,10.9208,0.234,121.0,0.9857,46.24,36.0,4.62,6.751,18.9,2.2,6
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,1.8333,32.381,0.469,10.9208,0.234,121.0,0.9857,46.24,36.0,4.62,6.751,18.9,2.2,6
7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.9929,3.08,0.43,10.0,1.3158,5.5172,0.476,9.9288,0.2373,100.0,0.9858,2.56,57.76,4.3,1.5886,23.408,2.8,5
7.0,0.2,0.33,4.7,0.03,25.0,76.0,0.992,2.88,0.54,10.5,1.5,22.381,0.57,10.4162,0.3247,110.25,0.9841,22.09,49.0,5.67,4.6625,20.16,2.1,6
6.6,0.26,0.27,11.8,0.048,28.0,112.0,0.9961,2.87,0.49,9.7,1.4697,43.7037,0.538,9.6618,0.2478,94.09,0.9921,139.24,43.56,4.753,11.7535,18.942,2.522,6
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.9977,3.3,0.5,10.1,1.7719,65.9259,0.559,10.0771,0.184,102.01,0.9955,316.84,32.49,5.05,17.7596,18.81,2.626,5
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.9992,3.25,0.76,9.4,1.3056,71.3636,0.805,9.3927,0.3696,88.36,0.9984,246.49,51.84,7.144,15.6878,23.4,1.974,5
6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.993,3.17,0.55,11.2,1.6232,25.2174,0.591,11.1212,0.1667,125.44,0.986,33.64,47.61,6.16,5.7592,21.873,2.464,6
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.9992,3.25,0.76,9.4,1.3056,71.3636,0.805,9.3927,0.3696,88.36,0.9984,246.49,51.84,7.144,15.6878,23.4,1.974,5
7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.9947,3.1,0.55,10.8,1.4595,39.1304,0.596,10.7425,0.1803,116.64,0.9894,81.0,54.76,5.94,8.9521,22.94,2.376,5
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.9992,3.25,0.76,9.4,1.3056,71.3636,0.805,9.3927,0.3696,88.36,0.9984,246.49,51.84,7.144,15.6878,23.4,1.974,5
6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.993,3.17,0.55,11.2,1.6232,25.2174,0.591,11.1212,0.1667,125.44,0.986,33.64,47.61,6.16,5.7592,21.873,2.464,6
7.0,0.2,0.35,8.8,0.037,31.0,103.0,0.9939,3.13,0.49,11.0,1.5714,41.9048,0.527,10.9327,0.2981,121.0,0.9878,77.44,49.0,5.39,8.7461,21.91,2.2,6
5.6,0.26,0.0,10.2,0.038,13.0,111.0,0.9932,3.44,0.46,12.4,2.2143,37.7778,0.498,12.3151,0.1161,153.76,0.9863,104.04,31.36,5.704,10.1301,19.264,3.224,6
6.3,0.28,0.3,6.6,0.208,60.0,154.0,0.9948,3.1,0.4,9.4,1.4921,22.7586,0.608,9.3509,0.3871,88.36,0.9896,43.56,39.69,3.76,6.5655,19.53,2.632,6
6.4,0.29,0.3,6.5,0.209,62.0,156.0,0.9948,3.1,0.4,9.4,1.4688,21.6667,0.609,9.3509,0.3949,88.36,0.9896,42.25,40.96,3.76,6.4661,19.84,2.726,5
7.2,0.34,0.23,8.9,0.105,22.0,155.0,0.9969,3.01,0.58,9.5,1.3194,25.4286,0.685,9.4707,0.141,90.25,0.9938,79.21,51.84,5.51,8.8726,21.672,3.23,5
7.1,0.39,0.39,11.1,0.034,25.0,204.0,0.9962,3.05,0.52,10.0,1.4085,27.75,0.554,9.9616,0.122,100.0,0.9923,123.21,50.41,5.2,11.0574,21.655,3.9,6
6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,1.8116,15.5556,0.353,12.3775,0.287,156.25,0.9805,17.64,47.61,3.875,4.1588,21.804,3.25,6
6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9,1.7869,6.4,0.634,10.8139,0.2069,118.81,0.9843,2.56,37.21,6.431,1.5874,20.679,2.616,6
5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.9946,3.38,0.58,10.5,1.7797,28.4615,0.624,10.4435,0.1842,110.25,0.9893,54.76,34.81,6.09,7.3602,19.942,2.625,6
6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.9948,3.22,0.37,10.8,1.7705,46.0,0.42,10.7434,0.3806,116.64,0.9895,132.25,37.21,3.996,11.4397,19.642,2.592,6
6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.9918,3.38,0.57,11.0,1.6923,6.9565,0.609,10.9096,0.3077,121.0,0.9836,2.56,42.25,6.27,1.5868,21.97,2.42,7
6.2,0.26,0.29,2.0,0.036,16.0,87.0,0.9908,3.33,0.61,11.8,1.9032,7.4074,0.646,11.6916,0.1818,139.24,0.9817,4.0,38.44,7.198,1.9816,20.646,3.068,6
6.6,0.34,0.25,4.8,0.038,16.0,121.0,0.992,3.36,0.71,12.6,1.9091,13.7143,0.748,12.4989,0.1311,158.76,0.984,23.04,43.56,8.946,4.7615,22.176,4.284,6
5.6,0.225,0.24,9.8,0.054,59.0,140.0,0.9954,3.17,0.39,10.2,1.8214,41.7021,0.444,10.1536,0.4184,104.04,0.9909,96.04,31.36,3.978,9.7554,17.752,2.295,6
7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.99,3.12,0.31,12.0,1.6901,7.9167,0.356,11.8796,0.3173,144.0,0.98,3.61,50.41,3.72,1.8809,22.152,2.76,5
6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,1.8116,15.5556,0.353,12.3775,0.287,156.25,0.9805,17.64,47.61,3.875,4.1588,21.804,3.25,6
6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.9909,3.32,0.65,11.5,1.7969,5.7143,0.69,11.3952,0.2184,132.25,0.9819,2.56,40.96,7.475,1.5854,21.248,3.105,6
6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.9917,3.2,0.39,11.94,1.8952,17.381,0.425,11.8411,0.1949,142.5636,0.9835,53.29,39.69,4.6566,7.2396,20.16,4.8954,7
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933,1.9244,12.8571,0.475,12.7657,0.2845,166.238,0.9803,29.16,44.89,5.6731,5.3465,20.904,5.2863,7
7.2,0.585,0.2,10.4,0.086,17.0,94.0,0.9968,3.13,0.4,9.4,1.3056,17.479,0.486,9.37,0.1789,88.36,0.9936,108.16,51.84,3.76,10.3668,22.536,5.499,5
6.7,0.34,0.26,1.9,0.038,58.0,138.0,0.9893,3.0,0.47,12.2,1.8209,5.4286,0.508,12.0695,0.4173,148.84,0.9787,3.61,44.89,5.734,1.8797,20.1,4.148,7
6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.9917,3.2,0.39,11.94,1.8952,17.381,0.425,11.8411,0.1949,142.5636,0.9835,53.29,39.69,4.6566,7.2396,20.16,4.8954,7
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933,1.9244,12.8571,0.475,12.7657,0.2845,166.238,0.9803,29.16,44.89,5.6731,5.3465,20.904,5.2863,7
6.4,0.26,0.35,7.7,0.056,45.0,191.0,0.9953,3.16,0.5,9.5,1.4844,28.5185,0.556,9.4551,0.2344,90.25,0.9906,59.29,40.96,4.75,7.6636,20.224,2.47,5
6.3,0.28,0.22,11.5,0.036,27.0,150.0,0.9944,3.0,0.33,10.6,1.6825,39.6552,0.366,10.5412,0.1788,112.36,0.9889,132.25,39.69,3.498,11.4362,18.9,2.968,6
7.4,0.16,0.33,1.2,0.042,47.0,121.0,0.992,3.04,0.68,10.5,1.4189,7.0588,0.722,10.4158,0.3852,110.25,0.984,1.44,54.76,7.14,1.1904,22.496,1.68,7
8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.9908,2.89,0.3,11.4667,1.3651,7.8571,0.337,11.3617,0.2769,131.4844,0.9818,4.84,70.56,3.44,2.1799,24.276,3.096,6
